mz	time	VT_120305_122	VT_120229_074	VT_120302_068	VT_120307_026	VT_120218_092	VT_120218_020	VT_120305_074	VT_120229_020	VT_120305_086	VT_120306_032	VT_120306_110	VT_120307_098	VT_120222_116	VT_120217_020	VT_120229_122	VT_120302_020	VT_120301_020	VT_120217_110	VT_120229_128	VT_120301_056	VT_120306_020	VT_120306_086	VT_120218_104	VT_120229_068	VT_120218_014	VT_120218_044	VT_120218_110	VT_120218_122	VT_120302_098	VT_120305_080	VT_120217_068	VT_120306_014	VT_120305_026	VT_120305_032	VT_120217_014	VT_120217_104	VT_120302_044	VT_120222_080	VT_120222_098	VT_120218_098	VT_120306_026	VT_120217_026	VT_120222_008	VT_120217_044	VT_120306_008	VT_120301_050	VT_120307_056	VT_120217_086	VT_120305_008	VT_120229_044
86.05921242	167	151981	70651	114078	111113	113169	140350	105323	197715	105728	136300	359047	159549	202534	182665	229172	153399	137922	135057	14322	124532	108587	142582	305153	41785	74430	64373	258971	193074	95783	96320	186445	102923	94186	105870	49669	99693	101803	140306	55754	137312	52866	165605	184238	239907	73253	76060	244585	185253	232590	175558
86.09568103	69	561149	910663	553283	693000	1391435	624006	557247	755266	640955	931273	566065	689737	956464	454044	823500	1016886	658434	931160	380598	371745	579453	993760	706235	412047	647744	675115	416360	569573	669829	608705	802590	398625	743942	538921	860746	1322244	734574	577808	1109549	373737	322241	1061697	111712	553695	932721	541454	719845	572983	517722	596473
86.51701591	40	28515	134101	46133	61095	91213	52746	24309	115127	81537	58761	123637	32753	41571	46867	111778	24913	6324	52540	149412	65966	59544	20724	220873	 	62682	49597	36690	35006	78248	43196	31077	129870	35518	72894	182709	29343	55022	46060	34894	41778	32050	24567	 	55261	62505	106771	58567	74046	160310	36066
87.02703279	38	 	63723	36503	 	128358	68718	 	54709	 	17216	109167	54287	26737	67377	 	30848	83894	60581	 	27160	 	77608	115915	105250	74753	119369	57576	165606	90869	17808	57031	 	 	15497	90769	68021	35393	79169	48224	49722	26301	51568	147381	112601	 	 	 	91345	 	50398
87.0433297	175	33008	6207	19627	30143	177150	 	46275	78293	15528	78212	40293	20110	21900	29033	16195	13440	53014	 	88827	28180	35992	58974	74140	15381	9855	50802	33679	 	12057	48638	84270	 	130506	85998	66332	34030	13032	24858	19443	127214	69444	49553	70287	84781	74233	38557	27153	109327	54927	40326
88.07474051	544	288085	186814	35499	153427	148974	 	 	145205	244386	224546	81636	125537	278497	179767	139618	295672	124531	1031	156849	108008	301261	58637	176742	242781	166767	193255	122863	176470	158751	203902	229154	16714	179765	111411	184974	191109	146487	138119	168197	179765	316988	110371	128895	223911	250678	100318	148385	254096	254314	137470
88.11131553	80	57704	101981	39623	51599	60427	80762	44352	94322	44384	113019	47348	51274	97444	64525	72664	53881	67670	51513	 	53796	163758	43507	43846	84366	130012	129026	67212	29957	110009	39156	113911	142829	77294	82642	55750	103963	51249	75245	95254	34837	112102	103723	 	128113	110246	59254	75054	70657	111344	73458
88.50830291	360	1272653	1673165	1944961	2079716	1575889	2069085	1834207	1651594	1567997	1764782	1051115	1428490	2274526	2093138	1816695	1406692	1504209	2014860	1776610	1503703	2003363	1816795	1617007	1585071	2002233	2334426	1613486	947979	1988250	1512241	1711088	1934929	2165180	2225140	1831226	1956694	1882087	2041264	1980953	1625294	2340901	1984728	1109718	1738873	1939450	1481612	1577365	1459334	2186636	1724771
89.0006865	312	99719	39407	127080	120267	 	76408	91839	94049	139733	63247	133064	162380	159121	106163	127259	170283	117723	 	105829	117737	52363	76569	103740	128545	81918	111003	 	113688	72850	154578	98902	109522	97378	71924	82194	75090	137398	107902	199428	78822	77329	81736	56538	71872	73118	93673	66998	183919	68003	121062
89.03776719	213	102747	21413	43233	152857	21269	228416	91519	21790	52969	81686	57979	26446	51518	23791	16778	 	23916	88339	301779	71902	113783	89023	22823	57771	180076	87365	41218	16704	5660	68041	46098	 	 	 	78478	146052	10406	54637	26475	29236	92434	75386	 	 	109273	92918	46135	62750	61549	60421
89.05894668	385	3132137	4281460	2119165	2622313	2921795	2147373	3410278	456269	2990038	1927441	2814358	2928244	1165067	2523195	1506740	5004215	2773967	2895815	1612961	3781590	3889522	3169242	2375528	5066602	3782666	2330895	2981843	8553929	2280822	2904271	2844981	1506075	2406760	2439978	4703408	3941141	4476493	3791178	1863284	2707815	1716936	3489929	5383273	2594299	2879726	3766755	2433180	2597889	2472298	331364
89.46353828	219	38591	52003	181918	21031	127172	126206	94389	57950	105149	148325	102556	51920	119941	88170	63688	 	48160	58963	141465	49906	75446	36971	19626	44812	105341	175639	27430	49047	84860	42315	16536	90603	43290	42720	98737	71176	41887	32463	96720	14526	64785	54303	 	14293	96284	51980	48710	102729	40031	66439
89.50594028	352	21866625	26150348	33835613	31672333	25121468	31458656	27025306	22353662	24147608	29824208	17003396	21542003	30681932	23871615	30638984	25337752	23781584	24716196	24778122	22954371	27909570	27447140	25442944	28545897	31977444	29979769	24763105	10895658	29570627	24828414	29278815	27472994	34601642	34044126	24628999	29113399	29095816	29453271	31415740	27636922	30869642	25729711	18543845	20815995	28285913	23262153	26267629	33426314	31974729	24945486
90.00754091	356	1949241	2371524	2729127	3174328	2482928	3334537	2461324	2466130	2178814	2598594	1448224	2116911	3229696	2003391	2547384	2253390	2261951	3343927	2681966	2177406	2756906	2851635	2402605	2241599	3233615	3007279	2535719	1246541	3006043	2316417	3240572	3133753	3585811	3358702	3135422	2574210	2836678	2773261	3262098	2250022	3136292	3257827	1624335	2755317	2633053	2217476	2303675	2141861	3135242	2530260
90.0621953	251	 	 	142711	93402	210958	204927	378740	 	292685	265600	136750	508486	79113	580104	288007	124287	398773	196482	177180	329094	316803	179286	176131	478092	178759	80206	387160	1131438	214303	135691	65975	229653	94669	 	522626	235052	390849	30533	20583	142757	103590	649323	953601	305393	116689	534249	217520	202484	147317	68602
90.09052402	270	299461	178449	125262	157124	153532	124263	83061	106132	116511	152806	98863	92210	125449	87383	50183	183296	53894	73557	30154	94431	175500	172179	110966	180398	198049	200490	43539	59306	78749	24406	258318	153077	121748	134794	110223	148632	135126	62174	88823	82647	143291	128424	 	138298	156116	95669	39783	164584	120846	130053
90.3802028	269	12355	19672	31780	18416	2639	77028	98291	5608	 	5565	6027	4494	5249	3090	 	 	19246	 	9232	13098	4325	18355	 	15113	4367	7516	2061	32058	20776	 	10914	21684	14477	13071	4757	37310	8330	 	8242	10593	55328	 	13351	 	12183	7291	4356	67375	17466	5559
90.50602668	393	2059156	2994539	4053504	3538081	2424054	3482306	2831555	1992519	2345955	2799041	1116695	2400785	3253523	4330746	3247222	2684703	2381180	2120310	2297869	2312368	2637196	3111664	3396418	 	3421607	3393833	3314135	1960313	3502598	2625748	3357645	3068908	4311004	4305723	2821639	3430328	3591655	2841865	3054091	3403006	3218877	3075584	3806771	2867143	2655192	2130258	2541961	3670372	4286259	3115371
90.52510697	38	7731201	4995406	6951269	4091991	7052772	8180664	5038318	7557650	6139527	4987648	16158289	3809707	12594468	7133603	8129805	5358945	3956907	5665704	9645301	3894986	7301150	6824371	14692385	3395494	6700058	4401093	5064581	8709016	4927678	8447790	5950087	4732240	4630428	5050698	5963173	5491927	6350111	7673854	6796284	4617300	5146099	4915726	3358787	11269566	7597669	8193298	6231054	7647776	5530606	7262874
90.97585458	540	89063	142039	142322	107907	144083	168948	107684	110262	130179	116438	181782	135417	153718	209321	148206	152810	159507	92634	197434	135744	101251	131886	140448	125393	160150	120041	127334	177761	136496	165174	81862	164204	174197	99974	81856	135544	87744	98864	127595	107615	107595	107949	163536	166051	114593	121034	62770	137586	203108	99626
90.97588255	51	9050643	10183304	10671057	6387545	9094269	10444296	8255007	11044257	11095756	8195162	10073836	7309685	10802884	10734511	10834176	11143916	9475944	8467323	11159741	11082735	10639151	8287216	10284381	9252061	11093065	10183571	9902123	11396385	8867437	9778204	10892536	9820024	9703164	10946555	11747745	8709821	9132785	9973633	10576120	11049136	9639304	8093757	5575009	9740144	10483929	10974469	10082250	10059666	10199889	9989988
91.00767584	352	304210	 	288173	172343	168508	245012	80214	205062	235702	189397	164048	100415	154759	239629	193947	93991	51756	162314	 	 	214541	142927	160151	178027	252700	242765	165088	 	232249	81499	167726	234975	179054	152907	179295	223564	212849	128992	146420	151216	159656	175367	206396	123861	327928	 	127700	300033	154741	191054
91.05335432	354	205685	271221	135614	264700	149298	203153	300673	233953	195299	144167	435283	260410	249359	180054	294304	242939	287772	262826	462896	277037	132839	318592	222896	259494	337625	269509	185852	383487	234937	178246	200890	202314	243013	159269	235045	281168	454768	280344	407924	230826	138932	244969	89954	224180	203273	270214	316553	339215	347265	199154
91.50365922	370	 	1438878	1376563	1522516	1064199	1105617	1006166	1048054	696141	982083	648025	1220273	978096	1314507	1103951	628387	727998	970811	1328577	741380	1290200	1214958	1018868	1142364	1049031	1064498	954852	363071	1693504	1243721	1507896	880976	1838559	1439347	643785	821908	1593712	998561	1011891	1358986	1132291	928585	1853820	1151293	872283	1004706	818067	1232740	1832454	621720
91.52337477	44	48384	65012	29307	28388	50611	53624	42834	72764	68966	40953	86148	40325	74718	40573	65835	99665	39684	123927	60746	29437	62548	35084	94434	42527	21906	13834	33394	48229	44482	66229	39182	22586	86803	28225	68752	38213	70672	29510	22919	62445	36045	82728	 	49927	46945	57643	49247	44287	27577	44152
91.54162634	44	74645	96272	31797	25828	50489	123313	63799	52492	69025	44617	219444	38286	65525	130788	65185	42477	56989	89785	70707	50684	59617	45454	169451	32187	54604	122172	72504	64420	23874	69304	67641	74317	32116	52075	34093	55572	25039	44901	104069	49622	37506	68095	 	166148	62259	64453	64307	64173	67892	43637
91.97926319	49	145321	196893	193757	187207	332579	104493	99473	174385	109033	114851	157269	176577	71412	122053	215983	88363	91364	69538	71945	47719	109374	87932	145030	159045	222574	86320	61917	96466	143642	193191	422028	209267	126005	175602	150497	76480	59766	158266	106414	95462	133910	81414	 	92768	230657	63939	37433	114822	89779	78913
92.03926496	44	80310	94094	58573	87575	107805	63043	48053	57054	63689	39453	146841	28825	86250	44458	87527	83735	74385	71453	79640	25340	57485	61036	125404	37817	48151	36909	43721	73010	43890	66450	47224	56395	72958	49768	103514	48695	75648	59993	36285	131474	42467	43660	 	113970	69982	87753	70396	83954	43324	48054
92.50269949	326	97857	67540	209201	40903	158040	109364	162592	99836	150055	233945	96747	 	51205	93960	73498	36023	29072	75231	159016	104167	129259	47594	100190	 	86562	88998	108730	52576	107084	145767	113221	135640	45733	52438	123610	131899	119321	46797	56676	130480	39317	73560	95351	52632	143859	119966	22630	160670	49843	90359
92.52154673	40	200230	236185	177212	111283	207038	197583	109882	213292	190600	124012	376632	127663	301598	176302	155677	146536	128116	143323	233476	144405	170594	143579	313484	120177	177904	120149	107515	223052	115664	198985	123708	113143	87444	118247	199699	125984	132576	188979	158273	92883	102556	103095	65100	267334	131558	193115	173511	160628	141614	136221
94.04431268	48	198183	203698	168847	128367	419275	192590	73705	129317	153164	106754	498255	124254	223144	135864	219346	143349	234560	123790	174426	119168	242630	136283	445422	71407	150293	118885	122099	175448	92526	177750	134614	128774	61395	153275	172612	149191	253863	160511	155983	129785	138347	120529	 	192299	234311	142430	156668	264627	354446	130214
94.54145571	44	 	84134	 	54825	 	 	21209	29053	 	 	30508	40302	51979	 	55084	118534	90269	57834	46364	36062	 	 	 	45062	 	 	 	46549	 	 	 	 	 	 	15713	 	 	51264	19351	 	201436	 	120644	 	 	76560	21771	16879	 	24854
95.02316055	554	242103	61151	2091	225596	88384	76026	45622	183114	122501	145273	90146	92535	106433	52496	78774	165800	44585	129941	81740	115266	188150	42530	134185	25862	8407	255155	112917	52911	145929	112788	234210	165143	145635	167113	92399	182670	243048	167526	155855	101463	183194	41166	59530	229196	167562	36626	63296	89815	98272	123522
95.52225053	39	25030	43059	34314	36848	24845	44953	61582	40918	20797	66513	37347	52669	30644	6820	52734	1678	87934	58160	59172	60809	135816	89868	182772	30090	138929	26808	25522	92780	58204	23176	21606	25720	 	96826	136626	 	52615	111503	16872	 	46523	32650	 	53846	21054	63220	47849	 	106919	37397
96.03253108	42	22872	123174	145280	68789	76924	94555	116454	239026	260910	193344	89575	291477	89124	94672	141381	56319	123509	57439	72543	105180	352823	60180	176466	98308	135400	157613	39261	140882	152419	70186	143000	 	221312	 	149501	137062	181410	104050	83400	168737	52509	85378	237543	238943	 	88216	193389	107241	55173	65038
96.92095839	55	3007914	1806495	2469583	1900940	1903741	1824778	1627148	1776816	2333871	2076275	2206076	2240981	2048254	2004336	2332085	1568214	2266331	1705193	1923615	1708529	2287351	1757527	2636607	1874472	2010445	1738406	2155357	1740315	1997055	2155206	1742586	1646559	1380492	1541933	1669779	1962352	1691297	2019807	2046508	1651908	2131836	1547861	881349	1858522	2128811	1611929	1798155	1942778	2208462	2188162
96.95853572	326	108933	60380	60968	72653	68943	40954	53229	38795	133714	27142	45932	82971	136860	56847	68613	 	58406	43216	42721	74361	107709	38600	74841	46067	40479	34415	40328	39210	40529	137397	45577	151005	64685	 	43265	173091	34204	91552	89236	80817	144594	29873	27521	107052	33147	60182	69506	94948	23330	122440
97.00019801	44	21988	29294	27730	35912	139094	53652	16454	34782	76078	15802	22577	25230	56877	20613	33897	22262	82142	66338	33607	33856	91333	29492	73114	106877	137940	22010	35626	41852	53275	54057	27564	87995	49290	58562	19533	30136	182801	74159	27705	22650	19135	21494	 	33573	28843	34753	105634	68257	87990	74236
97.06448389	267	 	22627	26634	90502	47238	66725	64409	45319	57494	60165	50429	83379	39417	63717	165618	27359	34099	114095	 	33853	20614	66802	54618	23516	86855	74543	73519	67978	48674	20673	 	4395	45704	49009	30298	42181	60356	61527	37450	12133	139109	65172	20396	16838	36266	81933	63453	60178	42300	10575
97.51356846	381	2019332	2024497	2132255	1815089	1671542	1735563	2354908	1849779	2080565	1605943	2456656	2270819	2394630	2408934	2379758	1452432	2254206	1629312	2087418	2309684	1655565	2198470	2118738	2236377	1882137	1897216	2039198	2553452	1934388	2123682	1484316	1810984	2010371	1798150	2293286	2063666	2270994	2341361	2360795	2123567	1585673	2277627	1393280	1162432	1859998	2215523	1791431	2048636	1846937	2056000
97.53288561	42	53490	65834	87099	36223	107066	 	16364	38813	51479	76424	141068	43779	33358	51440	44135	17263	141396	 	39241	33881	91365	46932	54745	153037	 	99550	30368	52119	36630	64687	 	194659	4113	29209	19959	 	59161	62205	42052	 	32750	9470	 	108485	54066	97336	36438	102474	70791	28601
97.99056626	41	5963718	2782424	7589159	2980638	5247019	5501657	4244106	7042846	5045306	5550216	8947835	4371607	8676697	5463194	6483060	4562965	3995714	4605875	6234835	5845970	6723438	3501194	9643976	3916037	5938153	3683523	4599449	6178264	4781542	7007411	5178131	2394110	2927670	4942857	4597072	5229954	3859293	6778122	5595382	3750718	4326346	4015992	471884	7625728	5018250	5524616	4986394	6999473	3391014	5382210
98.01279031	375	1186075	1111787	1044162	601482	817924	923762	834006	1184361	795833	655543	1125476	1155436	1637223	1800148	1021575	 	1180362	762521	689039	1173097	 	973929	833071	1381243	994543	 	849707	1103219	836920	1036435	 	693063	780768	669027	968692	801721	830002	1109077	1102707	831183	993057	905692	699918	753537	1039973	872073	1080615	777540	844960	1236239
98.09546116	529	217227	65249	100939	56870	134456	56510	61969	20849	91698	151391	4662	51330	 	20491	68678	95851	 	112319	59565	 	161935	43967	29305	112882	61515	43055	82278	34341	52066	63619	130884	94226	16164	46697	22112	123809	 	 	113249	47234	142712	 	 	85841	184233	 	107126	128131	62882	37451
98.46863928	256	 	80779	62883	25685	59250	 	27741	112862	92444	9219	 	48822	41534	13369	6458	 	10234	41742	23251	13511	132497	18415	24451	17892	 	 	8718	77191	 	 	35092	20457	 	3763	18485	9735	28982	 	27880	28157	11987	138707	20286	31438	 	48419	30458	 	 	50525
98.51124754	371	34821041	30737332	32211061	39867121	28306904	36478394	35933419	26591081	32419727	26460382	37438789	35565092	38173627	33067552	36600699	36562148	34960170	29315016	34314387	32847364	26336117	33261049	29043623	29261265	33783303	34300801	28406017	40979019	28633858	33872910	31203155	27039673	30181895	26541821	34653537	29225309	35016627	35207217	34814291	29898462	26373523	32898873	22628732	29418268	31264540	31556953	29332045	29029658	25464224	30578292
98.91802335	57	1983327	1105647	1464045	1189170	1145285	1079605	1034927	1179760	1517913	1431415	1488997	1617934	1429575	1218908	1663170	944417	1475128	1090164	1153942	1157646	1362040	1331116	1746659	1185551	1376033	971044	1477836	1139539	1334544	1404358	1030600	1101713	726088	951268	996245	1246174	1220036	1274362	1448034	890592	1303255	850158	 	1194254	1421157	1039136	1093914	1292908	1495509	1559124
98.96004375	560	34496	37911	9263	71009	44459	39716	51939	14806	6005	54116	27204	23684	17735	11789	35747	41081	34072	23255	5033	53295	30647	44593	17502	30692	34093	16141	22206	36398	33098	20343	42136	48167	26281	41570	54632	14527	39430	20398	18490	18677	39996	8119	108915	24138	25660	19205	10806	27036	22117	38765
98.98332091	400	1320752	1127789	848335	1294906	824408	758731	751706	1109476	898569	803799	793790	919854	830539	386620	1150348	760808	1521655	1646538	710897	758760	1017353	812154	811943	1079355	1227251	1200525	887084	1060913	1121178	708240	895692	852126	760172	1829066	2268490	1132750	924165	1480187	1508802	1179341	806963	1413280	 	821893	745492	1189936	1184365	646427	616002	1044882
98.99391019	44	110875	123771	150181	61863	136608	126702	59181	 	101985	74552	189028	50336	265802	104214	 	67272	 	87555	 	 	114634	82886	212561	52605	103071	26594	82529	154168	82784	125352	72830	21423	35429	83993	 	92557	93028	 	79648	47354	69255	26612	95453	211145	58125	 	96155	114481	99738	96654
98.99874459	60	923542	926117	468046	781592	989233	708986	1095630	925314	914317	474434	954471	966941	1063811	888411	939254	832021	646914	1096908	4016337	830899	608648	643421	1481540	643166	619310	1193635	1208099	981260	795186	964346	509316	631099	1428258	800552	3095661	958973	1788058	2951645	728918	1725597	1202898	662188	128238	419350	512195	1693780	721312	810373	723044	649175
99.01279891	373	4125608	3809681	3961400	3661604	3729506	3301170	4019711	3066067	3329234	2560647	4074894	2843432	3859589	4140462	3926017	3311494	3838643	3336476	3767399	3758234	2963200	3866340	3487771	4030446	3500092	2975980	2956241	4127444	2829365	3717704	2681508	3160365	3591872	2774763	3845467	3253047	3667578	4261466	3864440	3084555	3056212	3778150	2200508	2826900	3280140	3800979	3559224	3856162	2923047	4188577
99.05440156	408	36169731	46266185	38772470	35958448	44646894	38742178	36228322	44876470	35801539	32830731	34255778	35346825	46035451	34993767	37597928	37670493	37611745	42928089	34652149	42353492	39734431	38712076	44311378	37037541	36833448	39655145	42660464	32125738	30275141	33954368	38745000	38418325	33709259	35333518	53489406	38272808	43955744	46227857	42092634	46322568	32937192	42129398	 	31208975	36588551	41836191	35804297	29541263	44295906	34136605
99.0796012	140	96811	 	 	17227	40858	75817	38561	 	92533	15016	37513	31685	 	77770	47427	51723	 	30509	34544	 	107713	53212	 	 	56706	109391	174661	 	213187	55061	20696	144029	43539	24585	175365	36665	17406	 	 	113467	11861	97640	172070	73079	155220	 	13739	76610	165174	112174
99.51140887	414	5570784	4907310	4562425	4821411	4379846	5494675	5543540	3843563	4711577	3645225	5120089	5255124	4671319	6449993	5356154	5409790	4863881	4487274	5325592	4884348	3588538	5149176	4412339	3806957	5317802	5044542	4229776	6779815	3781700	5133999	3756199	4256537	4557180	3448031	5160621	4563621	5604254	5148139	5039660	4410633	3636432	3991495	3875162	5295879	4602405	4683790	4414019	4692274	3789639	5449954
99.53024893	291	1110917	606982	778263	886236	577112	635837	638373	711942	497092	478971	944287	1029245	1564860	468719	606193	630193	1084790	852790	668424	315860	260554	633352	698533	665118	837660	675553	 	476503	354758	618446	500895	579635	520235	554627	451020	749052	459935	589653	800865	376263	530571	513365	275945	590554	575387	1252456	576812	747055	576889	 
99.55168782	44	98032	14589	40875	103343	89338	95325	24731	 	160438	18496	230938	108170	104306	53463	685	89629	 	46041	223036	157930	32671	36148	177715	33640	80822	45160	47155	94947	30771	30221	47242	88456	86340	156631	57369	76920	70665	48923	18442	31414	23078	60298	181748	127323	68885	214428	82225	79519	106916	 
99.98667567	50	6595	31924	35589	10129	36041	35394	 	61934	 	 	43833	3010	31193	41912	42424	25177	24134	 	34640	27695	15863	18952	75025	 	21386	 	15374	34564	17923	 	27331	 	 	 	27160	22401	44428	27591	23980	 	 	17260	13316	81015	 	34243	43922	7950	 	13442
100.0128964	365	358229	265146	300112	373494	196221	258171	340050	203596	278945	184535	326750	268278	55232	215209	235254	176548	317748	157556	338722	269676	122724	280774	206221	218624	261734	214018	221316	396889	201254	181043	166740	125364	176113	106623	271381	284309	234930	343973	364529	238520	132491	163115	118555	285599	140171	301513	165043	373884	270162	225029
100.0280166	50	398169	369051	298789	214604	253377	306984	231095	281514	288258	129741	696537	273502	606650	289447	367876	221664	194631	318526	423644	250267	186689	237611	698422	272208	228234	153799	242974	418117	246073	304438	296229	86102	169793	216869	310135	247267	258726	384760	356823	271366	119083	164079	53258	424777	307225	417511	246413	312990	246610	269461
100.0384529	555	1393297	597265	895813	617255	792455	624083	833969	1471430	773798	1166829	319062	1055203	1243720	780398	731850	1180554	948964	1313637	651831	815297	1090120	 	894456	498462	 	733058	984212	978422	819230	870131	1198654	1087571	738955	1078504	1240282	495505	1136330	1149772	1577242	887510	1167999	878033	313723	892023	1098290	805521	1247761	1122952	1042341	880491
100.0577504	398	 	1473968	 	 	3142575	1396864	 	1113178	 	 	 	 	2027008	1388185	1091408	1395970	1346603	1889703	1617801	1969284	 	1322067	1310646	1667675	1289072	1373702	1365892	1094873	 	1230700	1415918	1302857	1225477	1240191	1971672	1656678	 	1991424	2091390	1112329	 	2434431	431777	1110877	 	1291113	 	1223773	1465370	2223058
100.0747595	409	3797583	5018605	3543512	3607537	4920953	2998291	3325409	4083093	3454877	3405481	4149437	4141869	5712002	4558056	3819212	3519611	3475766	3948238	3684657	4781108	2710974	4830321	14640745	4692342	2697486	4360536	4709950	5320233	3622045	3396913	4047136	2901055	3622130	8035342	5390083	2121507	8219106	 	5508577	4965727	3069198	6825524	 	3348840	2909504	4647949	4179097	2912118	3624071	3932030
100.0748634	65	1965955	2358586	1862276	2495939	2917746	1223223	6406683	1382082	3617778	952401	6192183	991893	3246311	3918445	5351860	6845136	4703950	1559025	1184080	1136386	2116439	1997163	3554939	1685950	5996125	1196956	3920236	1640429	490506	1432320	2360837	626929	1434071	3046661	1626876	1487045	457834	3683929	2505189	5543356	770349	1843421	1266168	2042165	5606459	601373	1175516	3381382	2233915	1686161
100.1111556	410	 	111401275	47469141	 	114275319	103703867	 	 	99493669	125517945	63765951	39948796	97710137	34138561	76445480	82860232	49313906	150840945	 	81023676	91861580	89763976	96916124	 	102866844	99346506	83718354	66268146	90149381	85341989	99941064	 	70482482	 	50423096	102193607	 	 	118493350	94645596	104211181	73915710	 	69247260	76064144	 	227547235	92217962	74290840	 
100.9958821	137	175263	238628	156743	343194	424989	359598	435921	222836	226001	129128	278961	294742	248352	328660	275391	321264	209360	514753	1539955	404431	113413	199336	395460	216563	197061	333924	527922	333523	274466	313796	232324	171504	802374	298733	1260375	412056	666994	1167080	151434	488401	329653	230378	 	255020	211258	669731	287038	155579	127058	161387
101.0106277	334	58619	64529	124427	119034	89766	59840	 	94066	54344	105861	60133	122062	108784	97019	87952	76362	139705	99512	84862	113813	 	127979	49326	82417	97601	72128	88758	121933	131100	62214	29268	124404	98235	128852	131273	72262	45841	68301	76112	35703	129733	166287	 	77349	54918	139541	84069	99919	71068	158954
101.05889	189	172741	265033	174134	214570	283292	166465	121564	 	209769	120724	121154	193382	231532	163107	180863	58120	121730	414123	151502	292511	94637	254603	486778	244975	127836	62106	509607	285835	272774	103036	30993	95659	133276	130593	99381	414657	287908	195247	115237	346316	75088	128155	 	200899	88087	183290	370685	226355	431827	112839
101.0700453	558	2243670	650572	1302129	657928	859225	770164	823580	1464041	871566	1491108	500933	977427	1306988	610408	780607	1330282	660563	1367439	713485	692649	1294181	542446	954681	532498	942842	742308	898863	783437	676851	875111	1722629	1306867	1090563	972802	933744	438993	1757425	1352002	1660024	910822	1334334	850060	475670	1130339	1348397	713295	1283089	1081001	1166305	858338
101.0782273	420	146218	261796	264377	202295	212590	152944	111379	258716	157220	233645	337730	174569	194262	117602	379538	315948	156606	213302	163993	144753	128579	97192	278145	195125	94286	258863	246820	203723	189198	200347	273152	289539	243391	178895	261843	471842	163326	305856	113370	193638	195222	158808	 	241695	143601	277239	354531	155368	294922	126708
101.114497	402	6251543	4360928	4029464	4828825	5119254	4555828	4799305	5440777	5362568	5721980	3517774	4199331	5540412	3065984	3893378	 	4518419	6546692	 	4328606	6436968	4636393	4880420	3925159	4607327	5300369	4342192	4968029	4539430	5054629	5874188	3490997	3344033	4267686	4741315	5163109	4401890	5375889	5422142	5069535	5422081	4522219	2684970	3671042	5347100	4176134	5899066	4723484	2924554	5140494
101.5081123	372	347092	289628	238750	65501	178348	287302	313829	159304	239328	233299	225949	212140	296346	321363	189662	320569	303581	204809	198585	268015	218142	156331	217285	354311	278534	235204	158560	590719	229100	225359	192385	310989	228754	133935	325156	192715	311819	254229	221284	182521	270308	315112	201627	289039	261301	214807	103401	263386	183338	260674
101.983487	39	136036	162348	186263	51872	146603	156559	91654	137167	128307	104245	233074	111270	181459	118984	128946	84659	92304	118674	167901	131482	120118	96614	236195	65210	120202	65826	105930	151347	88057	153553	114137	164840	70360	118463	98559	109745	110726	138119	129968	88253	90891	77658	171954	199779	82346	143751	105421	131049	130220	117268
102.0330422	369	224786	174005	362759	199416	423549	400362	324909	304913	386505	31263	279948	469155	397259	212444	243037	263825	257363	488285	195315	229975	353532	386706	227025	223469	303516	504565	222567	244537	304660	366500	562661	79927	211206	255560	334897	289481	375353	177159	245781	338597	529198	37872	59173	390806	32863	253095	48606	 	268355	267719
102.0330867	45	931313	1048953	1280098	861103	972559	1203625	582348	885009	1102445	891579	2499872	702901	1484246	932818	1002255	593722	1039002	843070	1105072	926581	1069963	704635	2271916	499831	1044749	464703	624069	771461	646222	1205100	899928	523934	439510	834878	821469	924167	928994	1143152	1148800	662521	892803	608563	202025	1410500	864154	891699	870391	893274	1126224	777267
102.0455257	59	293424	567161	225901	340201	727832	348700	430433	483536	614198	334174	401792	308341	464732	603467	516409	768976	356376	599563	1483769	351767	643283	254111	554835	335274	387328	665452	542153	353061	380753	470998	359587	525151	715454	335384	1200938	492610	558570	1204787	378727	884189	575023	346689	 	626427	403135	865185	535227	245939	649744	292186
102.0540975	395	1084753	757096	838304	941099	1050544	771852	1140871	828641	688200	1547958	743904	1252094	1208192	608156	1782196	951777	816257	1402439	1714208	1519077	976342	556596	891029	852487	889414	1067403	1078044	1167784	982177	1015690	1361657	1510440	669511	2335297	1182994	881699	1238322	1642342	1232135	1357019	1229362	1033129	 	744375	1139120	814909	812852	1897122	1230803	678141
102.0654267	68	134114	120210	123072	86478	152975	56540	93748	60063	26895	35400	103270	81465	167690	 	183749	11282	71360	37289	124797	62770	65273	88048	215535	43736	58927	49051	93207	123823	118763	266283	140475	58754	59057	46307	27683	126207	16940	 	50698	77825	183514	 	 	29836	191463	71179	100913	51664	107776	69440
102.0904914	391	1528795	787319	653199	1036690	938032	868492	948732	809602	1185574	1091427	1180249	1046000	698581	780071	1468107	1670290	732869	811852	775038	1134595	708137	1012451	830011	874788	1014672	1602461	1148660	961815	771298	886869	1615086	389776	734608	788730	1010452	808594	1383046	1143998	1006058	1081199	797386	880247	41331	995333	1058942	950381	821634	657069	987049	702112
102.1177911	528	158463	128334	43502	148393	76361	66647	145859	133469	142900	130273	81739	48103	77697	82749	61162	80011	70538	66755	76025	89261	110709	79738	80282	74600	134041	57136	53714	70074	71461	128101	71950	96425	87775	65054	83655	53755	131962	 	 	79845	151794	151139	 	84181	168410	86480	74026	65227	27553	100849
