mz	time	VT_120305_122	VT_120229_074	VT_120302_068	VT_120307_026	VT_120218_092	VT_120218_020	VT_120305_074	VT_120229_020	VT_120305_086	VT_120306_032	VT_120306_110	VT_120307_098	VT_120222_116	VT_120217_020	VT_120229_122	VT_120302_020	VT_120301_020	VT_120217_110	VT_120229_128	VT_120301_056	VT_120306_020	VT_120306_086	VT_120218_104	VT_120229_068	VT_120218_014	VT_120218_044	VT_120218_110	VT_120218_122	VT_120302_098	VT_120305_080	VT_120217_068	VT_120306_014	VT_120305_026	VT_120305_032	VT_120217_014	VT_120217_104	VT_120302_044	VT_120222_080	VT_120222_098	VT_120218_098	VT_120306_026	VT_120217_026	VT_120222_008	VT_120217_044	VT_120306_008	VT_120301_050	VT_120307_056	VT_120217_086	VT_120305_008	VT_120229_044
373.3119842	329	5466	59915	55327	12060	 	 	 	33493	12275	25139	68950	32280	17891	8439	 	 	18441	103490	28676	 	 	39627	 	21312	 	 	27821	31729	60289	13476	24468	 	 	82600	23188	24737	26997	56944	6288	15346	15420	 	 	 	26632	35362	23983	28774	35305	54084
373.9459593	50	237513	 	 	 	109024	152887	63903	164459	117863	97000	 	46211	99035	195576	 	287097	145146	217288	40217	182865	106439	578205	204321	93862	76382	129485	266714	50754	83960	62908	141990	40750	42574	135872	230711	298430	114801	121599	315087	44236	251682	68241	 	50457	93468	219408	176453	311205	149249	 
374.0948955	539	93324	35868	121960	80125	62597	34931	44138	35628	47928	30230	51052	71287	67308	57054	75847	57588	19911	62672	50072	47485	34360	47405	19479	8667	53574	53224	32755	51045	33753	28334	85842	14787	44650	48795	86408	73232	56100	69354	20044	65914	76581	78276	1252	37554	61824	26069	85526	40459	 	57941
374.1353687	62	174398	142625	32937	 	167996	 	54848	68480	 	 	30059	57952	79924	28592	20661	93282	128967	1146	98364	13350	 	94552	119395	 	 	53894	126684	 	149428	79201	46714	47553	116570	61528	158649	64077	46370	149385	 	 	 	49254	 	48084	96264	 	94906	67270	 	24579
374.33922	347	207824	200178	201094	214774	382982	127208	270201	196880	325716	136500	302185	143401	271468	237680	199956	138822	193560	155354	169369	183076	 	311375	344878	188188	101972	56049	342668	368878	155612	286351	178067	132867	189669	220049	226796	189113	204809	161382	276080	318358	11187	219503	92037	252671	12429	180847	217618	223494	182852	198251
374.7324015	57	233842	259914	195602	84216	321307	321787	102668	235195	337128	113874	103708	158581	163010	185723	209986	235445	145262	278115	201804	179180	343041	61959	204749	223188	229149	146591	120058	269738	141225	298120	175825	242714	96234	212629	112561	112029	124740	337497	262075	228513	357575	243180	 	104711	246800	217380	147314	314658	179640	202980
375.0151108	56	10033263	4697009	7145570	8121170	4945462	4172553	4368983	4737683	6312198	5705110	10282830	9525528	6731975	4609161	7968299	3253180	5376313	5245402	6162903	4951088	5272619	6115985	10570895	2860663	5534024	2645054	6798807	5521924	6297674	6212258	4605480	2617568	2494224	4807306	4177124	6113755	4642851	6604329	6095502	3201547	3952048	5078182	994256	8258319	5338546	4061144	4786091	4991123	6586393	6018829
375.0919775	539	10913	35405	34695	38562	22729	9340	 	5991	 	 	25852	42459	35087	 	12706	21254	40646	15339	36404	25205	34331	11876	5228	4789	16951	 	2772	24035	8177	15859	20743	7143	36463	68284	38450	7313	40661	31352	9459	28779	29279	11200	 	18745	 	9719	20168	17353	 	17482
375.2121849	542	11329	25625	83397	74245	 	53852	83011	43675	35484	43255	66677	72779	56019	70719	 	97379	15494	34863	41558	13088	5187	52616	65403	 	 	40097	106064	39673	50482	65294	34953	 	32851	3473	15861	676	28997	32076	16897	 	8289	50414	78271	33368	33905	13247	25737	20146	53595	85635
375.2330487	33	13728	21116	31861	61631	24981	27883	22542	38785	25073	7112	12985	17368	28624	32432	11218	4046	13886	77448	15679	19391	7019	38484	3206	13331	119313	48914	51221	46004	33198	18286	57388	18274	46989	28901	 	12120	27315	31878	20610	35135	6704	26376	 	10528	 	17560	29085	42077	16357	13957
375.2480131	467	119553	195017	200374	102180	198198	235437	146804	185757	158361	149747	187256	239392	275671	252969	210359	174571	183277	83597	268174	171631	124133	225451	129975	205293	247916	173864	157013	115815	231988	223891	184453	152473	327119	188276	224445	149114	513324	208637	213412	224766	120015	218750	50642	177224	287307	175582	199730	216399	203166	168709
375.3080346	437	 	107484	49846	 	43892	38202	40117	11419	 	228752	16206	101462	35173	23253	 	5599	57372	 	97545	59405	 	24070	20944	133193	69347	54151	14359	128721	69006	 	341316	 	49456	4802	 	67631	51292	 	34176	53375	113842	33320	 	107049	36840	38777	 	82716	70390	61193
375.3426578	353	50433	96392	83687	62384	81428	14535	66445	45554	52750	24321	81554	66182	94986	27410	56918	58055	63574	29584	45583	48589	62347	92798	85151	39571	89611	76622	93276	65370	33383	79956	77717	4030	52153	108985	 	118777	60999	91062	68575	63851	20636	44774	157940	43960	30126	61535	82848	47103	27543	64787
375.9907396	164	 	86750	114802	48532	196563	193690	 	132025	111283	111382	47766	83584	 	39415	185309	69382	101779	171426	244709	217650	186629	97304	245792	48475	164504	158500	203426	 	89019	80659	169526	93188	100128	266197	278468	199166	71512	150747	190528	9495	131253	190940	 	179878	147985	161726	57386	191433	75106	 
376.0182934	57	926804	411965	639748	704704	435947	384331	377106	435030	556304	545851	909991	865860	602265	377283	687467	278349	505189	448539	626104	439637	442066	551676	980773	226558	500098	219369	607065	474511	547858	535276	412052	220475	185158	436176	351646	531121	416562	616312	519921	278780	362736	438638	91141	727930	469428	351927	423508	434422	570157	539068
376.1906701	392	688170	775388	808150	675841	563175	722318	748001	741223	621210	472059	653554	544728	696968	561319	540408	527588	485343	616439	545936	703067	727393	734977	736423	634955	670884	845090	650958	610061	647988	618175	714745	721185	472249	437248	619200	648003	546448	672043	816323	555908	564531	652121	337394	597966	427108	616823	685543	656950	556751	711908
376.2304733	272	225850	99345	152512	149319	78909	37756	133378	11189	150357	131904	204618	101754	181606	40997	250423	199424	75734	136505	18137	 	140226	83284	 	75197	35041	147402	136093	138075	31629	146323	136512	122596	81628	92516	63817	44393	218493	76055	46789	123940	64680	49760	43884	174439	106040	27960	57434	159099	67736	117149
376.251297	468	11629	26216	22534	9056	16500	17123	26466	28890	17542	67000	19214	40847	39305	21846	106755	66154	25251	 	39691	17197	67959	44892	67733	25402	55846	59478	68707	41436	43285	22678	49210	73269	40263	18648	172977	42697	132626	26334	32731	52171	65332	47791	8361	11433	102452	55589	33515	50144	29477	16280
376.2611791	507	 	3902	14473	49299	10833	4909	14138	39987	9987	7747	7637	15600	20126	 	756	7397	4916	117488	2304	 	 	24886	 	15248	 	17284	7054	6640	 	 	3242	116303	 	 	99108	 	18152	764	 	5343	 	 	14701	5317	 	5157	 	 	 	5202
376.3547879	341	19757	79387	57806	60191	75369	84987	30016	54987	96759	134861	61457	48779	46178	69771	52780	24438	58045	85847	45977	47662	42062	77513	52065	49015	109151	35315	64782	75326	29907	42764	46183	70429	28339	29386	105860	36910	54007	36323	45721	36922	84453	51308	95823	103978	 	49028	39774	107305	49455	56996
376.7295455	57	82222	268121	79551	 	116884	121039	87419	194562	137173	56104	91674	 	116628	87075	78655	87716	73973	37669	69206	141957	150998	 	296875	133000	84523	53643	102051	93009	176830	228495	98870	129650	34090	60772	344946	167391	 	158070	33804	110338	141342	223070	 	162207	119460	84668	156294	129690	73859	141178
376.9267007	54	302284	714759	498785	250089	503672	841133	653243	510271	364391	648177	258557	263435	752366	482631	456027	523851	657688	516981	545004	481203	314761	159950	315758	370803	594716	358489	248855	478560	335054	509810	590735	647033	233098	460875	468117	308912	477059	376083	399130	349928	470434	296639	 	357324	681402	531906	607690	560336	416710	572155
376.9809152	51	60662	100211	70686	72235	59289	121612	187464	 	 	174919	 	184040	130575	73079	119065	79609	182728	180418	115755	121313	90300	94311	 	 	117752	108777	78209	88811	79336	68244	117405	105575	265920	70960	308514	85799	173601	111020	105999	83184	74921	145682	 	73133	98152	95682	138589	132738	78097	127741
376.9911188	82	207193	115919	116039	141676	256491	220703	71996	139643	99969	136778	354811	118638	200344	84783	166316	128672	162792	104934	14116	256488	225685	196028	199164	197995	99206	6955	130553	107040	152231	225044	294409	59050	45677	327276	111316	125062	174759	119832	181453	167515	58473	230981	 	212830	147667	106560	131409	128831	75412	116195
377.0134853	59	651584	276252	453971	484656	318539	231669	256796	317771	380932	348180	637004	634934	419630	189505	538686	174621	343503	314250	313606	308880	333139	387015	673823	177011	326306	125796	424957	310764	413129	344659	273713	91038	69311	249654	269073	387320	288032	395892	348643	191745	238031	300490	182666	512215	322362	241680	275519	318277	434901	416089
377.1467698	215	6046	19223	2902	 	11399	25752	17750	8541	 	 	13857	583	4765	71469	11376	 	13358	 	70230	 	 	15889	 	 	 	53909	8568	 	 	16396	 	21331	 	 	 	45166	 	6018	36427	 	 	5136	2626	12489	13459	 	 	27297	 	15314
377.2637652	505	 	 	101589	47416	27339	65939	25155	236226	 	182560	8930	28864	71469	30423	87318	12974	22524	102524	36306	84873	88654	111118	 	238164	23561	49566	28030	25678	19208	33870	 	26542	14304	 	492233	 	86167	21154	33962	 	 	70901	 	27532	229114	126758	622099	 	17158	31771
377.3236271	493	93460	19756	49496	49790	93131	48758	54540	61010	 	21976	81400	32477	28264	24160	33381	83908	49839	55499	57263	77591	51771	71378	27999	27904	30008	 	69109	27371	100375	21772	121312	23138	56991	80926	39349	55777	111694	38259	108375	82518	 	77640	 	43865	115337	53493	61968	39988	44435	27941
377.9925283	135	 	 	48099	29732	75133	78755	47124	69732	 	69808	 	107437	73650	53665	94692	 	82836	25185	38681	 	111815	27428	18165	88161	26188	121536	20897	58205	34611	 	21935	23052	66446	40646	55793	116190	32863	58220	30277	31935	35763	129679	24574	43666	128534	84568	38821	40354	113981	64660
378.2065246	462	37625	48884	59996	111893	40511	69062	80076	30947	171396	145982	30425	53566	84774	27138	73670	27052	37547	82269	31232	41009	88551	43394	253374	53972	40830	91969	158547	60275	41778	43308	126417	89224	 	34679	34216	112756	61968	124750	195342	71219	110018	43242	 	17814	27819	27375	67707	67107	21136	48797
378.2190775	515	165254	129093	260785	221079	196098	214930	172353	234314	127564	76614	176064	137839	205966	151149	88316	181917	144722	113499	98481	158593	40035	215146	173238	183610	165194	148229	149217	47193	101730	111619	191819	69253	160016	170393	221354	152992	222748	180204	141199	154348	91082	159400	74646	118218	113007	148302	144188	147265	131779	224218
378.2378239	319	534714	348624	167466	632300	490974	198020	323934	218890	481896	288491	198319	190004	281244	312128	557805	682194	426661	114805	633053	212705	583962	311236	480672	207561	205462	228534	421945	354895	220044	315751	811331	666451	240420	669019	254089	285415	207996	544192	215247	745661	132794	534360	 	184256	553398	93292	304095	491161	118435	176832
378.2613031	245	306624	167908	255068	481092	150709	304937	234899	185936	277802	230609	252134	185236	136213	99287	291996	121357	128414	132589	76833	138186	176912	158351	192048	137166	115698	129161	218922	263843	70249	148065	127312	217290	134995	118560	 	151373	357406	200930	116724	202575	217494	329532	399213	233434	211569	48920	246555	132207	78179	288590
378.8978423	51	7064697	5739501	7909351	6188064	5106388	5720028	7449668	6892077	7620101	6961480	9073789	7782062	7087733	7188702	6537055	7145276	7488520	7193468	6130471	7318637	6116343	8499085	7001433	7757939	7582603	7749953	8579242	7148945	7560746	6524061	7177423	7128156	8506936	7470314	8640280	8192694	7704043	7694471	8108826	7824630	6219500	8278580	4151736	7464178	7042660	6307492	7553977	6821500	7209989	7708429
378.9228459	55	6369535	897629	5987405	8121221	126099	296736	289541	796837	4343474	898366	628375	2430644	1048933	739238	728451	6337328	3472354	3650480	678354	5973804	673132	388740	5886524	3306400	140891	 	7002250	4287610	 	4065577	896139	858895	95632	167880	767169	5399796	6144774	665183	5127899	2377496	725318	518024	 	623211	1000292	681963	455469	823155	2942654	673047
379.2092143	90	 	 	77250	 	 	134270	 	46205	 	35443	12229	41259	103493	26176	 	 	57429	 	32157	163415	 	68582	31528	119489	 	 	27486	 	64779	 	25334	111186	 	 	25914	 	25250	 	 	18182	98549	27695	 	 	 	26338	39847	57048	24843	20675
379.2140956	481	180007	95069	215122	301224	228391	188719	243373	206614	110186	148585	223525	207292	277245	225000	155662	212559	167548	55799	167839	173441	90476	259505	270712	189021	172399	108999	287009	26767	143093	112836	162793	192707	195639	161865	135631	163690	327322	304736	206201	191196	133689	164337	74913	99589	166669	171449	186351	219164	186869	245422
379.2222093	518	 	15126	126685	20650	9009	14120	16818	21248	19330	7938	10343	22987	21626	 	19165	8977	13944	10578	8772	12576	 	20125	44061	18775	19910	8563	20459	32545	13872	 	22782	 	 	11968	25706	37974	15758	40731	28632	17447	 	4834	10742	 	 	13980	34371	20014	 	30634
379.2413565	319	74251	59399	28717	97588	92108	32204	33208	33668	89013	37247	32458	30174	43880	48105	99916	100614	75892	71020	137338	35995	97407	48997	82352	34770	32465	39069	90923	57472	34646	37548	120003	139994	23847	94607	71222	48207	30291	85064	32487	135953	15836	79603	 	10397	91293	28582	58278	88977	90977	32638
379.2793816	241	352864	269683	284010	448440	148617	109825	262316	287114	91881	106678	316542	248908	363364	336100	203767	122159	148931	168655	248574	326607	94720	353889	221006	17249	215283	128609	442108	395348	282593	164926	81307	90903	117156	456601	275160	170666	166411	229720	275424	386748	119776	198681	225592	73929	126898	157930	218206	259421	193993	318423
379.2793857	556	8119	27636	26172	120941	20729	94407	69434	152110	40826	78373	 	23800	102795	11116	74686	8417	29562	309723	 	96574	49606	93609	19330	152018	30811	25108	29719	36380	88625	41973	60203	58367	22176	37882	827983	 	98490	45651	52295	33419	16812	47558	23065	 	58856	134831	520891	124798	35913	15587
379.9012149	50	331432	281670	323189	283929	250125	273482	377598	321653	381053	307994	465005	324751	339768	300404	322209	315884	312371	328061	323389	321117	260379	376468	309720	361223	397885	367854	364796	303692	323827	283390	336863	319154	412161	380033	396415	398996	328885	377338	360830	401508	321162	395155	340396	338283	336803	264192	442459	336769	334448	364086
379.9878159	101	348580	148356	187052	218220	40158	38318	99063	90666	77915	213065	142841	48525	205951	199777	79868	106349	59637	69620	212384	66143	97676	32433	25656	160311	39630	28998	81003	52979	202929	88038	49357	49181	85636	99771	59075	42082	25453	121493	84779	28363	56133	104251	86065	605346	52672	233179	166875	280309	161315	81686
380.2068807	593	5052	 	11967	28056	11753	9046	 	19565	23096	 	23894	11226	10316	7136	6823	2564	13054	13842	9964	 	 	11016	290	15389	10836	9891	5859	13827	21314	 	25179	 	 	 	21832	10970	21547	15857	9643	11888	 	6312	 	14758	13329	3664	14605	11191	23276	21576
380.217408	488	54592	72601	122849	116068	101318	63588	109514	124673	112096	88024	107590	117293	97186	103319	98354	112515	82357	76609	80396	86823	70618	124658	110883	82826	89829	70224	144293	64933	85254	88599	113627	59790	97344	91448	122509	117136	138698	71841	88681	130410	59190	90981	79544	98957	33969	73406	105682	81227	70906	100092
380.2530201	349	4291116	3546067	1019402	2914694	4234032	1833096	2753552	2650283	5083398	2923595	1770545	1495321	3772032	3080898	5061245	5453986	3251923	843186	5761520	2251700	4038136	2662933	3712310	1976825	2290155	1899668	4341103	3690649	3643334	2834596	6496681	6425333	1731997	5633038	3054752	2380985	2572239	5398734	2509568	6409537	1224311	4742194	455868	1629375	6060252	1013143	2545414	4429062	1932315	1581362
380.2851983	564	 	 	19829	59123	3445	39187	10596	52111	 	 	8261	1411	31580	 	25818	6486	9114	74001	 	1408	 	18246	3513	49084	11635	 	5661	9483	3741	 	 	 	4958	6571	166644	 	25968	15454	20795	4981	3001	 	9780	 	14195	64909	130722	 	10391	2654
380.3286093	364	172833	30533	7860	198360	116945	228625	376554	93756	109612	188339	179627	167762	123699	119388	56016	92205	66786	160850	94417	59856	150838	268380	70593	118755	69067	93874	132031	92260	68368	90834	290097	 	75235	211091	97101	111091	89389	176625	157077	419901	65105	291236	 	201438	210556	119965	88169	76213	59002	52768
380.3346618	499	24386	49968	20856	19886	30366	11898	25168	16591	14062	 	71442	25669	31930	35209	31259	36462	41983	24387	59190	45843	14716	21640	8916	15771	8461	15189	40616	27415	71142	18705	43450	 	27868	17366	20663	24164	79811	33922	74910	45529	10156	41528	17424	21223	29682	9875	28435	22064	20652	9703
380.7666563	56	141074	111224	175030	 	182492	205018	251748	187347	252369	78160	159593	 	255712	387438	96394	115204	118769	83570	162175	93716	176769	145782	481710	189931	174075	92191	174497	123392	42634	133611	294085	143311	174814	62006	246913	54610	334649	139175	67987	117920	169424	300715	32690	244876	166508	126034	66913	136027	301747	77815
380.8961951	50	650098	438250	592404	488019	419855	434206	537412	536634	727034	589092	750243	591062	559678	536936	596082	548973	573376	583548	518640	582886	478507	658341	552097	548316	621659	620509	718720	596825	625371	547834	592318	574052	614946	564530	655679	582691	553792	639999	654484	620397	518152	668237	243172	635449	568032	452311	575107	576899	544049	609304
380.9200806	57	 	240994	139251	90925	113628	216768	173996	120027	67016	147854	79838	89405	173212	128725	120820	97944	174042	118659	111403	103280	89487	56196	167819	84395	139278	91483	134309	127403	87566	116700	153290	188161	75881	129597	136001	187918	107921	 	89097	78477	116705	5744	 	442678	140831	142221	170633	164407	122052	152353
380.9496224	57	104124	380126	100074	130627	155748	177584	322179	234202	84179	44810	99038	96433	37077	232514	52712	150964	55044	84073	 	121416	141425	109287	82333	85123	132188	156268	68877	95218	67146	182085	97783	230850	81035	365071	369582	106610	74434	281156	92207	54508	151573	140639	 	54060	316223	 	146235	58098	62894	87061
381.0231161	55	4446178	3868714	4242104	2443848	4202039	3891665	2353997	3381920	3747329	2620009	4450632	1966054	4453434	3115793	5097074	2238829	3107131	2645444	5375795	3368569	3900574	1927652	6099623	1637776	3508253	1345493	2985627	3966499	3062739	3842003	3047837	1493039	1578701	2970196	2245786	2754485	2237841	3886252	2907696	2388849	2695645	2146731	496117	4235173	3523072	3196042	2896554	3249491	3554102	2908816
381.1488337	338	 	24300	16623	25732	26090	10920	51896	37024	19284	97074	16046	34447	15191	 	14868	12522	26291	8848	21818	23928	 	14992	19563	39505	14630	36015	16308	18968	14891	15162	15714	 	15115	18948	 	22452	18160	15701	12371	15132	10259	33905	 	 	16900	25151	23240	6994	16890	34800
381.1914199	59	230593	101814	184592	310536	421822	318094	288606	197563	150686	192313	314778	728908	227555	379941	10424	134920	111688	323077	640926	623942	235493	175302	229334	219079	261395	362646	709882	186002	274168	265065	272267	266320	621706	417295	291344	532727	343796	250770	357006	67608	185923	1373780	 	420371	188326	214477	819081	257850	94607	1112927
381.2569569	349	743864	600235	161217	486448	732683	311054	467709	408029	896879	489399	299821	243219	629151	529747	899678	968279	569467	123714	1044966	373476	690088	451723	627539	363402	389344	315274	756064	644660	625180	499851	1137337	1117337	289087	962837	513240	406829	450291	931458	453805	1111459	191602	794024	 	272132	1053481	152723	427738	781473	340638	253169
381.3320155	365	28108	69191	 	61720	19734	66102	73371	62942	55524	59688	39173	33837	59742	36816	9180	21375	18536	18020	72965	7030	21232	59579	22809	17867	3381	86023	30551	79483	23899	117653	79084	 	 	32451	9350	14653	26408	22852	24009	120735	 	72801	 	45737	33156	33930	140662	25930	139334	46256
381.9836567	70	1034373	864685	1170318	853549	801626	1017943	961647	1030723	1157539	968303	1168226	1340263	1035136	1111023	1035350	1324817	960773	934428	804333	1028596	1246712	953720	867803	1038576	1171058	1124279	1037046	1087533	1003200	1169700	992490	1473779	1072890	918402	1220105	997153	1309504	1070293	1121292	928882	1063675	1258101	719108	1088030	1090867	867782	939261	961002	1070037	1072443
382.0266116	53	403607	343272	434351	148145	410556	360277	239759	306148	345191	345878	374404	201706	427906	332072	508159	249463	298031	239892	572654	327861	360561	189246	582633	192077	379235	132914	261984	383663	256846	358086	311636	160784	150856	303309	250321	268411	242051	385187	264361	209989	232021	214653	 	408878	327245	363411	270732	294990	343398	252686
382.194927	60	 	 	31543	89695	64140	81455	 	27075	24141	60549	31758	149034	44053	78163	 	 	5993	68640	149613	113398	51765	 	34716	47569	65402	60506	221463	41449	59327	36114	65869	46441	84227	116874	211973	107034	100090	39576	56969	53510	16453	202743	 	83794	263852	81196	182207	70313	 	207776
382.2692062	360	477951	437970	144273	342511	544495	242714	322752	356971	831704	322476	219228	259388	442248	351657	836184	755148	268123	68778	691062	193562	663559	326782	389079	273402	251413	274313	674005	450382	1210399	472454	974819	965090	153288	981001	296719	281842	322447	719265	374959	1070416	89041	654130	 	182822	1108851	106228	276833	862624	274946	183591
382.7641319	54	293731	233305	184922	 	220335	225564	127521	204780	193228	99545	174096	 	145424	172094	215706	110116	150792	194865	174993	149203	169767	58342	223833	141943	175963	103710	89649	161521	64166	156485	147555	132308	87428	169301	110664	71305	81612	306080	198507	157157	381506	200705	 	135091	226945	162137	389278	133357	208497	246963
382.9463963	57	328203	282080	269221	288778	319677	313605	125908	220209	298959	192154	226950	174239	198602	329065	313508	246649	233142	203289	526745	242671	355899	207930	321415	285743	324746	319400	252948	281893	215510	276282	259226	237402	224055	182479	130152	309609	187207	434544	266753	343627	367244	143348	 	196179	255025	250016	233377	361743	197355	280051
382.988213	87	219875	119886	208519	138844	211232	206733	186202	154670	191160	184696	232936	213027	111233	305616	133053	268421	166266	247957	268968	175461	235030	234957	103956	194801	202552	138047	319193	212566	269520	251564	257836	236295	148818	232021	159287	113977	235804	191923	173041	225124	190238	233575	77175	132149	265157	218005	140713	256613	240276	204500
383.0017215	50	121293	66755	81277	71712	128751	57981	84505	118421	80656	128866	100192	92583	82117	174490	106430	233953	217162	126815	126782	139560	121467	95103	61707	 	61579	148471	195970	166894	 	 	32516	101633	149403	65808	139323	215566	37048	138719	90309	196879	65224	73101	 	136945	54655	87389	63119	188995	 	237698
383.1137251	54	244759	830754	503273	222521	399254	936995	833569	502876	261486	759712	221612	338419	1158333	394940	307879	474607	710908	633489	563931	470095	164619	90729	185360	235870	489233	295580	180839	347968	332567	333273	690367	751725	243018	386620	899130	167663	599107	268965	414460	184238	375716	237663	190280	266562	702016	576620	527098	473185	341930	534574
383.1886287	60	230722	216988	49693	87484	136315	92625	229774	59958	 	303882	52134	215967	133872	124628	100866	163046	80683	96213	211027	192570	127373	66295	67379	47310	139999	197569	211079	64474	93101	306399	77295	60526	90488	186140	95708	129346	103574	202007	122354	20840	79893	307505	 	129231	 	101802	276866	267550	192467	347204
383.2725343	361	38084	67657	13227	64049	103125	26405	143913	47331	175191	34818	25275	30933	70120	64749	144530	131607	43161	 	120038	22532	116269	37794	57923	31865	23813	35801	109732	72647	212806	40972	157127	166951	108213	92649	124216	28341	54170	129099	60118	186836	 	102041	 	22799	183631	8697	31722	144686	34006	12936
383.3285029	543	41106	32277	26077	25996	37789	 	 	47034	30857	20448	32837	21992	52071	 	32119	41953	13981	28290	27525	58997	45363	40596	27571	17055	31053	36397	21904	17450	68986	20858	23952	22913	19479	43984	34922	 	60670	 	64010	22081	 	125437	 	43014	1526	18347	77727	20509	55534	65658
383.9235953	56	172564	259663	190704	357980	421340	129219	169044	215167	298241	119388	 	94651	146476	225147	202485	393298	50061	95119	90952	73216	402336	189866	118597	83301	79501	250596	197463	92122	141227	117631	304711	185333	87744	492501	96960	144190	199364	250488	166911	375644	48623	136745	 	189419	105954	220429	92168	145248	316869	213059
383.9626598	86	976017	534010	799401	841105	502895	530035	712433	656210	687514	678108	908903	1118806	675873	584307	621101	555882	664915	730380	402567	598395	657383	890007	631871	665430	696827	641831	725747	535133	777372	607692	584723	567752	599567	650862	690111	861088	733193	706209	817090	491399	633827	893469	266947	787181	809659	554156	636523	602854	860607	750225
383.9807021	108	523115	443546	388587	329311	385464	520250	424210	237245	473323	379430	620290	522235	405822	487885	486812	597227	444481	376765	299768	473832	547422	466172	311519	455709	585871	430168	413535	525984	401119	423116	467559	393378	403249	484873	438395	434446	546039	422699	491307	338259	463683	486433	222417	578953	616483	410113	415431	370787	580672	333102
384.2324866	81	 	60671	16341	3216	2000	171331	237638	79143	 	52585	40261	40242	301700	130947	 	 	8767	 	177439	126733	119145	26433	36540	160168	7703	5427	 	 	32687	 	 	14754	 	235083	22241	37823	48873	86290	142749	265645	87324	 	 	126155	14963	 	32715	98813	 	128797
384.3812892	432	 	112613	91676	140927	47778	78283	28985	32571	25795	63095	88989	75460	59414	106487	137595	47620	109827	19624	61835	74773	30142	61466	67091	117524	132601	109697	56355	64315	86456	121553	24526	23712	144842	36369	48793	52907	141625	12772	140757	177338	42396	104108	 	56560	173212	49283	266479	102194	79881	156242
384.7615705	56	141459	401835	96055	 	148714	166365	58244	113751	150139	28265	138079	37005	606822	111414	95489	124291	69066	115990	219830	111223	181159	 	20911	104402	159682	85624	4146	82820	60087	139004	256236	97545	56210	141037	473705	83277	222823	176011	70073	204409	208804	 	 	107831	152429	249917	79296	95307	139715	165607
384.9433273	57	303218	242869	193241	233289	290449	258463	94390	180618	267049	165130	365440	88244	214558	282666	312501	233021	213597	136701	481849	235300	303781	114330	281017	258410	244484	271598	247933	279875	150407	265519	215733	221253	123476	166224	67855	329672	136077	315030	223471	301054	377569	96037	196079	184087	224070	186689	235269	350919	209958	185986
384.9717767	108	64467	249249	156165	218031	29920	380168	178172	173613	221659	109041	302628	343829	137278	216235	276263	270346	156175	110001	565683	180092	128790	181921	181450	111909	172151	157307	171124	155655	224714	66494	28332	98393	84278	212981	69248	154904	71614	125136	213187	113598	73152	284449	38292	151850	165550	201642	63586	261695	346960	85887
385.1962539	160	25451	38782	75357	30469	44972	37323	25817	93396	34833	63991	43566	74311	71050	41134	27111	 	71168	12742	88465	103548	5142	67074	55370	82527	83571	59242	22406	28936	48043	29072	72233	72293	 	64961	68625	41979	55899	75977	44851	61940	13170	61398	 	21602	32031	39714	41741	59087	93151	55066
385.2331191	88	 	8445	26814	62305	93263	29335	21209	54722	103768	 	6277	 	112564	62096	68272	49452	93300	42035	127791	10806	30834	119297	 	43491	22887	20675	22757	24632	45472	 	20213	49386	 	22301	28920	28735	13742	 	19895	82944	72941	42015	 	 	 	76219	36677	41791	16133	42918
385.2713003	380	251185	217929	328887	267577	198497	277240	149269	288456	293850	349753	246560	434230	285678	177478	187098	114118	467414	846954	164364	235449	64022	254556	143226	217475	294089	96395	206365	172576	290383	137944	263935	163158	196442	295206	703476	157894	284851	276839	194237	274521	270682	244142	 	202515	299371	353715	431836	244871	290262	287226
385.2898722	491	22625	39168	24061	22362	71868	21844	33964	28969	29376	21081	54262	20152	34872	23803	22651	33847	30910	16497	24810	29524	77676	52212	28464	34005	17025	15850	24575	12823	71094	33426	102322	110149	32732	50509	23502	9836	89297	22644	39481	46673	11167	35310	29100	12783	13336	25703	 	68999	19741	23739
385.8999239	45	55731	73158	81051	 	107875	97710	23316	72511	61086	51146	223468	129468	158539	47713	77942	 	206025	67524	120176	59667	 	22438	316564	150504	39062	93121	3198	29737	341375	105467	50094	 	 	29480	33318	41833	179569	42143	44908	141993	108563	208747	 	217105	33889	69265	86676	65682	38557	30974
385.9204309	57	171196	311275	77301	69021	305903	88711	249037	268261	379806	102946	 	 	152328	234338	263194	350345	40601	106353	245572	43144	375792	215329	115617	80880	360395	176863	394927	97068	223456	120015	267669	231216	74763	279877	213820	122535	120174	357887	111892	285616	62453	113991	 	194828	103445	182197	95079	95280	339083	33395
385.9755428	118	47131	39966	106695	11856	62254	51383	41067	86829	126661	132895	87133	33426	81288	54009	102489	9574	41525	40159	51032	83052	38301	35009	23258	43322	70444	20849	54326	78294	88864	44030	74545	41558	38759	55863	55895	47032	70747	67554	51930	58820	98390	 	 	76458	44893	87943	52048	88526	34167	106274
386.1832973	385	433124	356640	285551	307110	372275	315209	295981	158734	310423	287359	518531	350692	356342	392013	432420	300333	335040	312206	290761	363502	307062	257054	215531	341527	342953	509601	284403	310972	346522	453619	461065	294092	374379	366288	165250	255056	538206	292425	327155	414487	457009	377037	304267	323198	339854	334197	277983	557520	331485	342354
