"KEGGID","Statistic"
"C14411",0.916932258661435
"C14114",0.457009823175216
"C14411",0.457009823175216
"C00049",0.415111329638471
"C19911",0.415111329638471
"C00402",0.415111329638471
"C16433",0.415111329638471
"C02040",0.181564015038961
"C03766",0.181564015038961
"C05658",0.181564015038961
"C02615",0.181564015038961
"C00561",0.181564015038961
"C12312",0.181564015038961
"C17241",0.712692879691005
"C20313",0.12487923493599
"C01710",0.868378757390262
"C15512",0.868378757390262
"C16930",0.868378757390262
"C20464",0.868378757390262
"C02394",0.868378757390262
"C20334",0.621709197665396
"C00147",0.841532475214812
"C16075",0.630331485985556
"C02505",0.630331485985556
"C19714",0.630331485985556
"C07565",0.630331485985556
"C15561",0.630331485985556
"C00262",0.95184796689123
"C07189",0.750993703256078
"C07086",0.750993703256078
"C20645",0.750993703256078
"C05613",0.750993703256078
"C10761",0.750993703256078
"C03765",0.750993703256078
"C10700",0.750993703256078
"C01454",0.750993703256078
"C15583",0.750993703256078
"C07211",0.750993703256078
"C14087",0.750993703256078
"C07085",0.750993703256078
"C00548",0.750993703256078
"C06224",0.750993703256078
"C07215",0.750993703256078
"C07086",0.264858789835935
"C05613",0.264858789835935
"C15583",0.264858789835935
"C10700",0.264858789835935
"C20645",0.264858789835935
"C06224",0.264858789835935
"C07189",0.264858789835935
"C07215",0.264858789835935
"C00548",0.264858789835935
"C07085",0.264858789835935
"C10761",0.264858789835935
"C03765",0.264858789835935
"C01454",0.264858789835935
"C07211",0.264858789835935
"C14087",0.264858789835935
"C10700",0.573430127654447
"C05613",0.573430127654447
"C07086",0.573430127654447
"C07189",0.573430127654447
"C07215",0.573430127654447
"C03765",0.573430127654447
"C00548",0.573430127654447
"C20645",0.573430127654447
"C06224",0.573430127654447
"C14087",0.573430127654447
"C01454",0.573430127654447
"C07085",0.573430127654447
"C07211",0.573430127654447
"C10761",0.573430127654447
"C15583",0.573430127654447
"C14311",0.517582642100465
"C14311",0.477882113013517
"C14311",0.859204622717294
"C04203",0.417471209763781
"C07430",0.417471209763781
"C19597",0.422911628892111
"C01004",0.422911628892111
"C00568",0.422911628892111
"C19486",0.422911628892111
"C00108",0.422911628892111
"C14394",0.422911628892111
"C00108",0.5615114523116
"C14394",0.5615114523116
"C01004",0.5615114523116
"C19597",0.5615114523116
"C00568",0.5615114523116
"C19486",0.5615114523116
"C07054",0.631314815245965
"C18396",0.792099448920891
"C00483",0.792099448920891
"C16570",0.792099448920891
"C01183",0.792099448920891
"C19216",0.792099448920891
"C02735",0.792099448920891
"C03473",0.792099448920891
"C19376",0.792099448920891
"C06454",0.903728641985204
"C18316",0.251881245493502
"C05585",0.251881245493502
"C00156",0.251881245493502
"C10832",0.251881245493502
"C00805",0.251881245493502
"C16700",0.251881245493502
"C00587",0.251881245493502
"C16700",0.740401054769883
"C00156",0.740401054769883
"C18316",0.740401054769883
"C00587",0.740401054769883
"C10832",0.740401054769883
"C05585",0.740401054769883
"C00805",0.740401054769883
"C19345",0.656566084724521
"C02126",0.656566084724521
"C00785",0.656566084724521
"C19345",0.232146373079576
"C00785",0.232146373079576
"C02126",0.232146373079576
"C07084",0.852052545034196
"C20694",0.852052545034196
"C03352",0.852052545034196
"C06728",0.852052545034196
"C06044",0.852052545034196
"C11480",0.852052545034196
"C13638",0.852052545034196
"C13692",0.942432103488679
"C20267",0.942432103488679
"C08499",0.89958197854658
"C14743",0.89958197854658
"C16323",0.89958197854658
"C14743",0.89958197854658
"C08499",0.89958197854658
"C16323",0.89958197854658
"C08499",0.141492635305586
"C14743",0.141492635305586
"C16323",0.141492635305586
"C14743",0.141492635305586
"C08499",0.141492635305586
"C16323",0.141492635305586
"C03349",0.0412359348876749
"C16697",0.499503718289954
"C10400",0.499503718289954
"C00783",0.499503718289954
"C05682",0.339551604357311
"C00227",0.339551604357311
"C05828",0.858050961129318
"C13693",0.858050961129318
"C20522",0.858050961129318
"C18011",0.745403806450502
"C16656",0.745403806450502
"C19311",0.745403806450502
"C06727",0.745403806450502
"C18667",0.674543200786784
"C16552",0.580265361440027
"C05678",0.940454420536278
"C00346",0.940454420536278
"C09960",0.446980016785751
"C04226",0.446980016785751
"C03824",0.446980016785751
"C16821",0.358061831802869
"C07505",0.358061831802869
"C08287",0.358061831802869
"C10128",0.358061831802869
"C00860",0.029814858621645
"C00860",0.676212354412395
"C11359",0.0084267029760791
"C00729",0.0084267029760791
"C10864",0.0084267029760791
"C02066",0.0084267029760791
"C06182",0.0084267029760791
"C12440",0.0084267029760791
"C06179",0.0084267029760791
"C00729",0.937966835967547
"C10864",0.937966835967547
"C06182",0.937966835967547
"C06179",0.937966835967547
"C12440",0.937966835967547
"C02066",0.937966835967547
"C11359",0.937966835967547
"C03576",0.274285617608212
"C03647",0.884077937959062
"C03743",0.884077937959062
"C14516",0.884077937959062
"C20448",0.884077937959062
"C00682",0.884077937959062
"C02480",0.884077937959062
"C04105",0.884077937959062
"C06603",0.884077937959062
"C03586",0.884077937959062
"C14610",0.884077937959062
"C03647",0.331628746005516
"C03743",0.331628746005516
"C20448",0.331628746005516
"C03586",0.331628746005516
"C06603",0.331628746005516
"C00682",0.331628746005516
"C02480",0.331628746005516
"C04105",0.331628746005516
"C14610",0.331628746005516
"C14516",0.331628746005516
"C03767",0.0129232636668959
"C06231",0.651859641644484
"C16653",0.75165003291286
"C16648",0.75165003291286
"C19318",0.75165003291286
"C19757",0.75165003291286
"C16654",0.75165003291286
"C12104",0.75165003291286
"C12297",0.75165003291286
"C04294",0.405803114951661
"C13738",0.929247613033442
"C17357",0.469814024715915
"C02227",0.802595829074159
"C14790",0.802595829074159
"C10172",0.348081041440895
"C04114",0.348081041440895
"C10168",0.116049920173414
"C19983",0.116049920173414
"C10152",0.116049920173414
"C10168",0.161606854439921
"C19983",0.161606854439921
"C10152",0.161606854439921
"C18399",0.552472509606463
"C19822",0.36444244738785
"C19826",0.36444244738785
"C02295",0.36444244738785
"C19821",0.36444244738785
"C01757",0.36444244738785
"C00922",0.36444244738785
"C02930",0.36444244738785
"C13720",0.119000796611759
"C16837",0.756790611652069
"C16837",0.903621107508219
"C07185",0.212989982106163
"C06423",0.212989982106163
"C04445",0.395319822690279
"C08493",0.436541887032372
"C06343",0.436541887032372
"C06415",0.436541887032372
"C19434",0.436541887032372
"C06324",0.436541887032372
"C06338",0.436541887032372
"C02796",0.436541887032372
"C04076",0.489802179365549
"C05825",0.489802179365549
"C02946",0.489802179365549
"C03239",0.489802179365549
"C03656",0.489802179365549
"C05851",0.102216475169426
"C16673",0.671073986537766
"C00303",0.671073986537766
"C00819",0.671073986537766
"C05100",0.671073986537766
"C00064",0.671073986537766
"C03114",0.279468767125229
"C10160",0.279468767125229
"C00047",0.84034945663472
"C05161",0.84034945663472
"C16440",0.84034945663472
"C01186",0.84034945663472
"C20277",0.84034945663472
"C01142",0.84034945663472
"C00739",0.84034945663472
"C05579",0.663281435813697
"C11129",0.663281435813697
"C03901",0.433881376304687
"C00979",0.674207058495715
"C05941",0.674207058495715
"C03618",0.674207058495715
"C00302",0.674207058495715
"C12269",0.674207058495715
"C03790",0.674207058495715
"C05938",0.674207058495715
"C00217",0.674207058495715
"C00025",0.674207058495715
"C05574",0.674207058495715
"C08264",0.290263372837456
"C10144",0.627713237315181
"C20310",0.627713237315181
"C17268",0.131884379402648
"C05608",0.131884379402648
"C02274",0.131884379402648
"C07720",0.131884379402648
"C10438",0.131884379402648
"C07728",0.131884379402648
"C00423",0.131884379402648
"C01733",0.525777156608203
"C00073",0.525777156608203
"C00855",0.525777156608203
"C07418",0.525777156608203
"C20314",0.304252126841743
"C08301",0.111362119988721
"C17236",0.111362119988721
"C17236",0.777505225513332
"C08301",0.777505225513332
"C17236",0.650413306163604
"C08301",0.650413306163604
"C06771",0.540661379089712
"C06771",0.18446617613837
"C07164",0.89986487096909
"C07438",0.89986487096909
"C11001",0.89986487096909
"C02137",0.609799424415548
"C03057",0.609799424415548
"C10812",0.609799424415548
"C03057",0.925754939331327
"C02137",0.925754939331327
"C10812",0.925754939331327
"C10812",0.04198449177227
"C02137",0.04198449177227
"C03057",0.04198449177227
"C01963",0.465509930786225
"C17883",0.465509930786225
"C19291",0.465509930786225
"C02646",0.465509930786225
"C16706",0.465509930786225
"C13342",0.465509930786225
"C05629",0.465509930786225
"C20697",0.465509930786225
"C15513",0.465509930786225
"C17512",0.927606249030918
"C19680",0.927606249030918
"C17512",0.0761513675005054
"C19680",0.0761513675005054
"C14188",0.640807102050567
"C11939",0.640807102050567
"C16955",0.640807102050567
"C06576",0.640807102050567
"C01767",0.640807102050567
"C11383",0.640807102050567
"C14741",0.640807102050567
"C09868",0.640807102050567
"C14139",0.640807102050567
"C09884",0.640807102050567
"C01868",0.640807102050567
"C18025",0.640807102050567
"C02485",0.640807102050567
"C11394",0.640807102050567
"C01951",0.640807102050567
"C14200",0.640807102050567
"C02576",0.640807102050567
"C14138",0.640807102050567
"C09843",0.640807102050567
"C09911",0.640807102050567
"C02289",0.640807102050567
"C09840",0.640807102050567
"C14464",0.640807102050567
"C17062",0.640807102050567
"C14130",0.640807102050567
"C09913",0.640807102050567
"C09908",0.640807102050567
"C11939",0.637379674647204
"C02576",0.637379674647204
"C09913",0.637379674647204
"C01951",0.637379674647204
"C14188",0.637379674647204
"C09908",0.637379674647204
"C02289",0.637379674647204
"C14139",0.637379674647204
"C14138",0.637379674647204
"C09843",0.637379674647204
"C14464",0.637379674647204
"C01767",0.637379674647204
"C16955",0.637379674647204
"C14741",0.637379674647204
"C18025",0.637379674647204
"C14130",0.637379674647204
"C01868",0.637379674647204
"C11383",0.637379674647204
"C02485",0.637379674647204
"C14200",0.637379674647204
"C11394",0.637379674647204
"C06576",0.637379674647204
"C09911",0.637379674647204
"C09868",0.637379674647204
"C09884",0.637379674647204
"C17062",0.637379674647204
"C09840",0.637379674647204
"C04350",0.205197991325929
"C18623",0.205197991325929
"C17756",0.205197991325929
"C03522",0.205197991325929
"C16571",0.205197991325929
"C20634",0.205197991325929
"C06804",0.205197991325929
"C04353",0.205197991325929
"C17755",0.205197991325929
"C03005",0.205197991325929
"C07301",0.205197991325929
"C02709",0.205197991325929
"C19498",0.490497289497296
"C11776",0.920436878649252
"C02442",0.920436878649252
"C16719",0.920436878649252
"C02343",0.920436878649252
"C10158",0.920436878649252
"C07911",0.920436878649252
"C08300",0.920436878649252
"C03711",0.920436878649252
"C06368",0.633122188474813
"C04043",0.275325451125495
"C01984",0.275325451125495
"C00755",0.275325451125495
"C02519",0.275325451125495
"C13635",0.275325451125495
"C05593",0.275325451125495
"C10675",0.275325451125495
"C00642",0.275325451125495
"C17900",0.275325451125495
"C12305",0.275325451125495
"C02657",0.275325451125495
"C14108",0.275325451125495
"C12064",0.275325451125495
"C01983",0.275325451125495
"C14088",0.275325451125495
"C02181",0.275325451125495
"C03663",0.275325451125495
"C13636",0.275325451125495
"C02639",0.275325451125495
"C14103",0.275325451125495
"C10804",0.275325451125495
"C05852",0.275325451125495
"C18320",0.58886314640551
"C05842",0.58886314640551
"C16398",0.58886314640551
"C05843",0.58886314640551
"C01014",0.928551895975036
"C19681",0.504807262082888
"C11412",0.000829190016389307
"C00964",0.000829190016389307
"C11395",0.000829190016389307
"C11398",0.000829190016389307
"C17623",0.000829190016389307
"C18369",0.000829190016389307
"C02759",0.000829190016389307
"C01123",0.000829190016389307
"C11409",0.000829190016389307
"C02213",0.000829190016389307
"C11415",0.000829190016389307
"C18018",0.000829190016389307
"C19081",0.000829190016389307
"C11408",0.000829190016389307
"C00808",0.000829190016389307
"C20260",0.000829190016389307
"C07271",0.000829190016389307
"C11401",0.000829190016389307
"C02452",0.000829190016389307
"C11951",0.000829190016389307
"C04435",0.000829190016389307
"C11387",0.000829190016389307
"C09893",0.000829190016389307
"C00809",0.000829190016389307
"C11942",0.000829190016389307
"C09906",0.000829190016389307
"C11938",0.000829190016389307
"C20425",0.000829190016389307
"C01499",0.000829190016389307
"C09885",0.000829190016389307
"C09859",0.000829190016389307
"C11941",0.000829190016389307
"C09847",0.000829190016389307
"C00632",0.996928500590445
"C11343",0.996928500590445
"C12107",0.996928500590445
"C07555",0.996928500590445
"C12115",0.996928500590445
"C01270",0.996928500590445
"C16235",0.996928500590445
"C19270",0.996928500590445
"C02518",0.996928500590445
"C06669",0.996928500590445
"C07555",0.323239190118284
"C01270",0.323239190118284
"C02518",0.323239190118284
"C11343",0.323239190118284
"C06669",0.323239190118284
"C16235",0.323239190118284
"C19270",0.323239190118284
"C00632",0.323239190118284
"C12115",0.323239190118284
"C12107",0.323239190118284
"C04227",0.791799365373157
"C16666",0.791799365373157
"C03758",0.791799365373157
"C03758",0.593904239101043
"C04227",0.593904239101043
"C16666",0.593904239101043
"C16399",0.477949244354087
"C05135",0.477949244354087
"C16399",0.524466208133382
"C05135",0.524466208133382
"C10865",0.138432585772647
"C10787",0.509814656719065
"C06317",0.509814656719065
"C18980",0.409885049136599
"C09772",0.814672270828639
"C09772",0.682404196083275
"C03985",0.12135739439683
"C11413",0.12135739439683
"C09902",0.12135739439683
"C02344",0.12135739439683
"C17125",0.12135739439683
"C02484",0.12135739439683
"C17517",0.12135739439683
"C18017",0.12135739439683
"C20261",0.12135739439683
"C11396",0.12135739439683
"C01766",0.12135739439683
"C01411",0.12135739439683
"C11390",0.12135739439683
"C02462",0.12135739439683
"C16772",0.12135739439683
"C11416",0.12135739439683
"C01765",0.12135739439683
"C11410",0.12135739439683
"C16909",0.12135739439683
"C11952",0.12135739439683
"C17518",0.12135739439683
"C09848",0.12135739439683
"C11393",0.12135739439683
"C01500",0.12135739439683
"C11388",0.12135739439683
"C11399",0.12135739439683
"C11400",0.12135739439683
"C03039",0.12135739439683
"C11384",0.12135739439683
"C17611",0.12135739439683
"C09844",0.12135739439683
"C11389",0.12135739439683
"C17384",0.12135739439683
"C11397",0.12135739439683
"C09871",0.12135739439683
"C11411",0.12135739439683
"C00843",0.12135739439683
"C17073",0.12135739439683
"C04126",0.158706224377144
"C04122",0.158706224377144
"C01210",0.158706224377144
"C19831",0.581871717980005
"C19830",0.581871717980005
"C17367",0.581871717980005
"C01162",0.862728032641883
"C00768",0.862728032641883
"C00135",0.862728032641883
"C06419",0.862728032641883
"C10321",0.0511514234985365
"C10129",0.0511514234985365
