Sample,CT22,CT23,CT24,CT48,CT5,CTH26,CTH28,CTH46,CTH47,CTH49
Label,Control,Control,Control,Control,Control,H1N1,H1N1,H1N1,H1N1,H1N1
101.0706537_258.08,24111.47,4321357.183,11279463.75,722497.965,3655128.186,975745.893,327968.827,7333835.554,8348257.391,4994664.587
101.1088595_207.609,2233754.93,22648.468,279573.49,2785463.13,2725378.919,1983491.531,221881.157,2361923.73,2588739.618,2683445.293
101.1089306_124.547,333839.37,3358112.56,4543168.999,4373661.75,46986554.87,3469717.528,34329524.22,47175923.6,51529835.97,83769531.96
101.1151618_258.534,1813899.3,11833563.68,1448.861,187238.8,15435638.32,1567674.63,1864556.64,1152977.47,174228.55,16677.5
101.1151603_45.4811,255155.393,639592.125,6249954.523,13935826.51,19897965.18,799187.827,2357588.49,7375978.425,17268211.94,7426662.31
101.115148_27.7286,33723.891,26352.494,261818.372,1527892.48,9732316.87,263839.48,2167968.342,86551.13,5536825.873,1441664
101.1151727_207.272,32771521.36,4487612.3,14842945.66,55558512.93,55355921.27,3331398.13,31794627.64,3537896.22,5267979.67,385187.97
101.115171_286.802,8222996.89,487912.598,1275419.21,25361722.43,33161991.71,7747323.573,15679323.8,12257121.47,448141.56,41451683.75
101.1151668_94.6265,916188.579,8537524.744,481291.748,2453313.8,261794.69,1178572.15,93948.755,1374737.7,24873712.16,16788667.1
101.508447_307.5015,689838.714,698521.63,4828537.756,5342828.159,474378.578,3743395.664,78176.922,551142.734,3859367.947,496565.71
102.0143325_320.851,799224.134,894437.8526,317571276.6,1655174.121,2292588.176,627169.636,14439987.2,191118.82,1989911.478,252855.167
102.0335614_130.554,42914.5984,22175.22,444533.935,272454.478,431483.115,66773.9716,184247.76,623645.28,6132399.825,1429678.384
102.0335537_260.899,7928173.916,785142.719,576114.84,15749825.53,14339888.15,6292829.86,91614.12,9645923.441,1198219.6,1386325.71
102.0335675_355.682,1337986.7,15755132.1,42284692.9,8755259.52,77745181.21,47135515.97,2146862.2,155522635.6,1574726.4,131981435
102.0335662_450.978,193787.8,1725568.5,1577697.66,3444315.56,2984457.14,1435392.89,18423935.3,25615716.76,32221321.5,22456.37
102.0335683_421.623,27496474.62,22993742.28,15753817.8,52952924.8,57647634.35,25122657.2,3821163.56,38165762.2,129777344.9,5728179.58
102.0335706_391.7035,36372325.81,4395687.61,2994125.82,63294784.1,7929943.71,4192672.78,36732535.19,445729.57,1328524.5,7823476.57
102.0335534_320.466,43678787.4,4948525.9,363944163.4,67591984.5,599284473.6,25419211.7,355748399,5433877.7,58464756.8,7569556.5
102.0335589_283.543,2732659.29,39951382.41,1919748.24,77341544.12,34234393.86,1443855.89,17998656.97,38993411.81,34995311.74,27138417.7
102.033565_305.711,53252585.78,836785.39,83581161.27,124575278.1,93428426.81,32879634.9,5589223.88,127741475.2,127836698,1581279.4
102.0448974_110.584,293288.348,197775.348,3619284.64,1686821.686,2524194.644,473362.818,845553.6254,216734.882,535497.25,23434.297
102.0546776_234.716,3399594.223,613991.573,756354.927,7197261.61,6649632.27,4473926.22,919169.21,23588382,1674238.23,16546357.32
102.0546667_219.484,3733321.82,6515848.967,14664419.21,921187.378,7737245.81,951535.148,35717.296,9979978.368,13941289.19,6859897.441
102.0546756_342.6885,1716327.648,3617164.428,16616111.9,4943181.142,4142.916,1792481.39,1834559.269,637454.762,655777.754,33189.776
102.0546442_258.024,4437927.639,4221595.914,4322774.57,2343222.119,3487278.368,68269.224,2552363.397,3152185.798,3926212.965,3231332.554
102.0527821_320.705,26474.684,195964.274,495292.4334,23651.554,2378652.58,234621.474,237256.938,1525578.33,1295597.26,1636682.683
102.0910554_44.0633,399433.576,2182687.148,8826233.777,4625578.74,151756.59,898763.732,275896.48,7279284.35,828276.835,546349.836
102.091046_128.922,8847437.541,475548.297,5867821.53,7433712.7,614999.785,6613381.75,6679245.251,7259594.278,488381.559,724853.29
102.1040707_316.743,1978257.724,522244.2424,1941647.795,35429.981,892539.2683,1593471.863,184726.454,78239.685,1737799.692,779725.688
102.1273615_126.814,261752.536,2715572.926,1854437.548,3167178.183,42627.774,3772244.593,1688228.773,2245665.22,424218.433,332499.277
102.12742_45.85345,2688135.212,2466449.955,134577.46,78177.618,794379.788,189823.888,218681.391,678241.679,71419.58,826517.594
102.5088545_329.143,1765964.93,214624.822,17832925.95,3949647.58,168725.949,26792435.19,1596854.744,848455.9959,17478973.9,5588432
102.5351336_319.329,353876.379,4842539.265,3438161.97,2732471.24,8234142.845,1984984.87,132661.4,244425.81,765783.64,4578127
102.7227308_114.73,496148.415,334641.7382,164348.716,76431.775,86791.1168,431585.635,42372.4678,93889.3112,8492.5813,78329.27
103.0315602_320.64,1981291.195,163644.51,149276.468,357799.31,3687762.52,3716584.66,175945.229,272375.769,311899.434,2547624.615
103.0539262_204.755,4266244.522,72381.369,95697.135,98782.437,7129513.49,663224.797,8832911.824,127248.54,15479961.43,154244.61
103.0500565_308.5365,232876.147,5618115.868,1659778.31,3929155.249,464327.243,22947222.3,2694818.828,43316.744,4739485.44,231561.57
103.0579996_234.352,29966.59745,1233.392,139918.649,113773.8527,11335.5271,1163927.119,14819.5389,49282.9245,61463.4691,19434.8136
103.955319_120.221,1285716.852,2379276.94,3564912.385,3258741.685,3268289.523,298551.421,212542.42,3362427.225,3736396.879,2423627.114
104.0299726_319.5005,731979.427,9249836.91,65453.23,121444.29,1587127.16,745571.657,7768675.223,14849152.71,17644.8,1624216.85
104.0525299_213.317,141242.234,2573358.813,317552.3283,3957612.612,219754.896,1558575.126,21818.217,3212193.736,4377862.592,4142828.88
104.0572756_204.296,31861.8874,489634.2999,423924.9875,889828.1156,154558.62,638748.766,44829.2248,421286.3888,691795.782,829213.586
104.0702804_223.231,154844.172,1212738.46,131394.654,1171419.475,1289433.136,1299451.192,935327.6229,1942122.359,4555135.268,129266.12
104.0703213_271.075,2313914.98,3583486.79,6196772.518,4348913.824,496913.681,8597713.738,2418332.913,644923.565,6899921.832,5191371.734
104.0867951_271.507,352314.342,6782742.2,869814.239,4231496.9,53874.346,1436545.89,14268396.8,66235435.4,2759299.8,723351141.8
104.1065916_266.913,25768534,1293423742,483314175,29226752,2426824,325828921,3318963.2,187834545,218256688,127891578
104.1066854_343.0795,7247166.779,12522432.59,3475921.7,2127557.57,16971796.83,255748.35,13542.564,11867596.98,167751.17,1189681.61
104.1261919_269.617,246984.64,1926593.143,914833.1,5599898.994,984615765.4,3263189.396,176396866.1,38114167.8,1762699.735,441235943.5
105.0696139_38.0596,16961.489,116826.434,62967.3449,4819772.912,318117.79,148498.934,12572.33,2827773.179,3178295.912,447349.155
105.0696164_134.645,184186.494,174253.875,896573.1918,229711.72,82476.9319,767169.6637,2169278.219,887592.8146,186966.393,2657797.156
105.103803_266.354,21481.357,368313.28,1395836.86,2986.95,8999458.595,159164192.5,561433.115,3325751.29,84679868.69,68365.397
105.1128949_269.4295,998545.7865,189819.13,287336.451,3733697.618,2527233.254,5578996.613,38625535.87,2758997.135,212429.12,2171412.213
105.3564492_114.3355,34916.6686,33949.5294,147133.6862,36337.823,356622.432,339599.821,524237.2939,434833.4365,4885.9486,458362.4869
105.9535587_119.857,34862.1535,712412.277,1331174.953,15925.626,1261635.539,58646.339,85889.5656,1197275.992,1247315.31,724931.1727
106.0495757_239.743,116586.58,223985.2,4529829.57,3525944.91,25843215.54,12712811.6,17626743.6,6179387.87,6562962.33,52145696.46
106.0648287_316.476,9446.9713,29947.8322,1612793.154,3369.8771,352171.2529,23843.22,77417.12,1156483.145,2153844.37,721276.2331
106.110958_271.9695,23234.27,2581519.195,6548698.32,365796.32,2846321.647,4557398.339,857395.44,222754.511,2511648.544,31596.896
106.9502889_222.444,1439772.78,2757636.871,958864.492,6657574.88,553198.666,6728493.446,1316856.533,6379561.931,126484.71,3478531.945
107.0488495_204.309,172974.17,1926931.864,1275138.32,2171.227,14325.343,1859641.262,1734178.97,2545381.185,3433753.769,2972784.342
107.0529148_239.992,51669.9244,426954.2764,12471.351,64683.617,585558.3812,853941.663,744166.983,121338.184,1245413.981,982987.9454
107.065096_258.074,276824.979,2878994.151,4572863.456,187269.552,2354963.426,513518.4,176373.325,3195246.672,5639317.658,2225652.515
107.0650849_213.6395,1472989.21,1444845.95,1313244.762,16624.94,147465.53,662379.3232,896853.1682,1341553.95,2177761.271,1268151.115
107.0781127_258.308,117521.72,5918216.598,14438.74,761593.591,765814.97,1448144.57,4566534.766,9842512.511,22144993.3,5684454.888
107.0852171_115.4655,191997.72,1833369.555,1952818.47,255376.391,2253983.16,176569.213,162323.28,269388.494,2216358.149,265741.697
107.0852231_132.8725,2559554.123,29738.89,698672.7694,3474532.369,3819962.81,1884789.758,363566.258,2495469.915,127463.75,388752.663
107.0852231_34.39635,183179.876,751173.388,797326.7738,344168.38,2734573.482,11866.29,77963.438,2159946.45,2361988.642,269644.44
107.5169872_116.6015,2825365.5,334165.689,21265.145,154523.59,2724523.488,239284.188,336998.63,1499946.355,28763.136,278128.472
107.5169929_46.0263,118977.795,1837292.424,2997633.659,128793.477,3154217.777,43698.56,124181.14,2487293.341,347282.749,29788.55
107.5170039_26.5584,144189.12,83597.337,151271.2,1599562.758,287922.681,828843.5653,884815.796,1332146.969,1714457.655,1873327.686
108.0110476_171.613,8335241.89,138421.29,23712296.92,941756.74,847324.13,228974.6,6617185.649,5685711.385,953385.92,5734.87
108.0224506_120.634,211166.76,2544497.19,15763864.82,272698.87,2474354.65,1677393.33,1998244.53,21526825.79,248528.2,1716577.31
108.0146113_101.513,893988.74,8485634.549,953392.324,139927.22,1342345.26,9895.3,7365295.966,1178675.28,166597.6,1221293.72
108.022484_286.7545,443741.714,4895638.92,3312195.793,13511719.9,7495993.338,371445.137,3466778.957,69156.6,717.42,8212623.539
108.0224839_259.984,3431396.72,4263478.63,262912.54,497849.558,5949229.499,28655.327,6926671.318,4175643.94,618515.268,871361.16
108.0224979_312.297,978128.2511,683517.4595,34248.63,1131134.53,434546.847,3382355.772,9924649.899,11148794.27,4387535.29,81567.932
108.022451_46.6879,49554.8134,63361.71896,1729833.311,29793.1951,357131.9891,2127266.54,8145.13523,818932.9187,2137964.594,531994.1847
108.5122428_101.09,26879.1459,363666.317,343355.821,494275.2844,538879.31,34356.8559,291594.92,43862.7962,199926.1938,55176.911
108.5171816_308.518,8398129.19,7588575.98,2488552.281,5298441.188,4815723.585,3854937.934,7756546.67,65262.536,4465915.542,5248173.79
108.5960521_172.094,13651.67445,311257.16,,52123.125,35725.5613,17532.31661,132353.1527,369266.177,56897.4716,361521.7321
109.0220624_116.811,9646242.5,97184144.26,896314.71,1738626.4,212697517.4,83425499.52,127718.5,132219978.1,1472359.2,15374429.2
109.0220684_45.72655,38658135.16,4887882.7,1238181.4,122814553.2,13849312.6,8785378.9,34423122.9,1849755.7,24696581,121221345.7
109.0220592_26.65355,25928759.97,241714.68,32544668.97,7115833.1,9872545.48,19836798.75,22495687.3,4926249.63,62756761.84,87831247.13
109.0630189_212.488,3623.987,5117137.369,61771.383,62735.868,4813186.459,3633526.179,499245.547,6395424.871,8243.691,7478691.834
109.0645121_115.888,4376424.442,337655.149,3856697.861,3858897.226,338744.216,2674362.314,2865696.834,2424467.3,3119437.333,346842.298
109.0645019_130.761,5118466.591,4975642.757,1528996.336,5537168.89,2515895.416,674174.425,4298117.653,368549.17,2492346.93,563349.595
109.0757421_326.057,4228989.514,74962.644,223465.55,1611119.917,2986.5766,2186376.36,4313836.941,295773.179,291945.559,1395224.889
109.1008978_130.777,6298594.51,7916643.41,646215.38,9745972.773,115974.89,532894.694,8129463.166,6121289.97,2612.773,9463317.991
109.1008972_42.4978,2787783.671,3431315.734,4188277.66,111639.5,783817.169,5432339.14,2694944.98,149264.27,94178.15,877869.485
109.1008991_116.602,5258667.63,364877.679,4874765.388,5891427.556,4269692.616,5361241.893,5684219.754,3687519.45,644653.66,6461777.871
109.5213939_45.72045,15515297.32,11146796.68,64549331.85,2549948.23,766463.841,4431569.75,71398.956,978173.47,9815231.71,87185.316
109.5212377_308.599,187278.114,493878.61,22281195.36,885184.84,73335289.87,33886345.85,23373152.85,1724312.551,61423994.89,52722517.8
109.5213065_93.9845,1849444.59,1183469.2,7451272.683,21279747.29,2324321.53,936184.552,134279.4,1752675.2,21345.15,21368438.75
109.5235843_116.806,66357444.12,1889819.38,38581211.99,49643673.23,3161437.58,421521.96,35419555.44,4946881.56,9879299.49,75586836.46
109.5213479_27.0195,2469591.481,769343.145,281913.179,161931.44,19946382.17,81567.337,114792.77,24373976.31,183729.23,1298263.96
109.9981045_45.61325,175155658,379181114.7,3355257.768,11438228,1166584114,5224598.769,212394741.5,1114413,269245818,153186291
109.9981075_116.562,583948813.9,12941732,2731556.781,699468951,734811168.9,1791965.383,319248.774,664315,562419.916,2259489.13
110.0084339_308.023,4525668.551,1387543.19,28169835.14,638849.464,6968592.875,4981471.1,523642.7,7423677.214,116722.25,4685561.753
110.0068713_170.9245,15495.737,316964.2459,58888.5332,132339662.2,138358561.9,155557232.6,24869319.8,22213132.3,168831285.6,282265858.3
110.012314_368.3975,194939634.1,689862.6161,28736328.8,1795343.412,578516624.8,1464438.3,21844671.5,2221328.4,5684449.7,89363864.4
110.0196645_116.568,1985187777,1758218195,1348783659,25445759,2324232898,1814676391,2143634814,222327924,225164474,279848673
110.0197028_46.3198,6129753.1,793754559.3,1672342,194951586,22712499,1171855764,48686836.2,39319187,2758712734,13221618
110.0197034_26.21875,2674818.1,1376873.4,529798761.5,94631811.4,15949197,327423518.7,346947415.9,1399175,91899248.1,1448617973
110.0266861_269.554,3198522.99,53323423.42,141961676.9,1944496.2,815147.66,162813485.7,18636.49,3828419.3,42396936.81,3349711.83
110.0408861_119.792,2753216.15,4734445.499,172829.22,525718.222,5536869.712,14725634.37,5672256.744,11717945.75,16938526.19,5323895.126
110.0410581_46.072,17911682.9,19613845.3,266236.76,13966594,117812114,41811.224,21994594.6,188723.761,2135285862,52837851.4
110.0709719_311.6875,2772458.121,7954725.378,28766884.72,111833.59,852731.162,3661167.4,9315821.743,18218872.9,362165.43,16286587.67
110.5199438_116.953,8363184.36,59844.2,54639423.64,4592139.95,12448815.9,51911286.83,34492789.67,13669155.4,93955261.23,168345.1
110.5199625_45.7197,11215.86,1114524.16,33714354.94,2653794.9,91674749.26,28125782.61,7914962.427,61122369.24,56442646.68,81339344.33
110.5199192_26.89745,7299977.573,678188.855,635711.1,29835984.25,2754911.51,534232.394,18427.55,2195337.34,22312569.78,2598432.4
110.5190131_2.36782,122364.69,17286875.34,892713.598,12559658.1,1669524.12,8541137.989,1716284.4,22158347.61,19866874.89,841934.66
110.519774_261.349,5923337.4,56151584.81,836638.671,7941848.87,73198515.1,787143.597,38597132.55,1434241.45,5342177.61,14133329.99
110.5197017_93.288,2278437.4,2849757.12,11116739,1453555.93,15828424.33,18545796.28,21698335.1,11689349.18,44632552.12,1559426.29
110.5198246_158.375,165912.48,16261128.16,5677496.32,275363.24,19775165,45597919.44,2532121.79,4256415.5,9849289.7,2516455.39
110.5190569_361.9175,23646397.1,92812546.61,796112.282,139936415.4,35273533.5,1158512,173876151.2,1947344,358837774,46952414.4
111.0091871_307.252,337664.996,3127217.9,1916866.75,38755395.5,3261985.762,2215678.564,77548168.7,45498.943,43989153.1,3459399.71
111.0260357_269.371,18662495.14,27799839.37,696636.1314,2387557.36,1589234.63,655352.1627,25667365.12,2923911.72,36544.76,21519877.29
111.0199148_45.6199,157242.33,56173517.39,189957723.9,15214625.1,187963593.6,183768963.7,39833959.23,51478224.3,34248.2,241212597.1
111.0198865_307.0765,1137815544,17547794,775986559.9,1417587443,9833331.4,889741918.3,1193119291,127143181,126584754,144631475
111.0199043_119.233,36114593.2,185248172,2579575.4,32195781.3,533782154.7,25687892.5,22546937.6,32856858.1,26883937.3,4136352.4
111.0198975_26.6473,71797428.15,63279966.8,983239.33,1719468.4,1918386.4,7151767.28,52967779.1,15846782.2,1624131.5,2795156.2
111.0300681_269.643,51971.9828,999692.163,182278.194,958237.3261,1539316.86,1536595.622,2818182.68,55687.5262,635553.1434,23234.76
111.0414832_306.731,458815437.1,1325544.84,468452,73721687.3,3616813.382,66567459.66,78444198,2784944.865,1453667.78,3783.24
111.0387934_320.022,87631545.79,112672542.4,71217934.16,163594675,14591234.2,64499991.4,7534622.18,1137691.4,137632165.6,1518426.7
111.038843_131.082,4449876.3,2222376.828,1794512.38,24259.588,158619.583,1392892.761,36762318.48,716141.673,1481943.17,28884.762
111.0801198_130.557,739268.229,713744.273,5264393.679,12187114.54,4382521.588,11449776.84,9194983.41,4356336.926,4767446.446,1133883.77
111.0801341_116.701,444972.798,4921229.76,4494413.957,2141772.373,636798.493,3588358.816,53482.83,6635.67,933221.158,4414255.35
111.0801242_46.66885,1881711.582,1779644.68,244417.87,4789732.773,5199477.843,378396.366,1669517.751,856481.683,724686.777,8641685.327
111.0742955_311.225,2223218.424,225536.518,178495.74,2171567.258,2147667.598,145945.663,2212864.379,121961.651,167788.321,68669.3181
111.1018193_127.9115,2875269.872,522188.961,138526.628,128849.472,1217769.811,653892.9356,264834.73,628522.1918,294775.526,87571.8992
111.5214863_117.1915,111785.95,9235342.979,12515841.71,217517.99,599918.44,23158966.58,725439.26,169197.912,356118.811,15139943.96
111.5212986_307.127,73645355.65,16774398.6,385195.51,2377159.9,5584214.98,3471969.17,4795966.55,5261411.68,82311329.52,23686425.42
111.5213575_46.5086,5758428.646,16857.738,7627258.99,124526.1,11293884.2,464454.185,3813965.54,17161231.87,214821.175,926893.836
111.5214649_25.89125,4373216.57,1217719.354,3679987.873,5396273.729,1133226.23,2343666.351,2835791.747,7958881.19,11763819.28,16754249.13
111.5215374_2.62385,555759.31,69219.472,2539246.513,18171512.47,1394394.7,2395122.759,3155.27,1577651.26,12235823.84,1833917.87
111.5215517_92.5505,5398919.189,3842597.2,3115784.37,13189296.4,863221.614,6457423.85,4821821.483,12196514.58,713531.17,5987457.575
111.5404731_319.514,6234129.332,9979382.638,5844686.16,131878.22,1597365.39,3677299.6,4322828.5,8694455.6,11252371.9,15531942.89
111.9680121_115.888,584747.157,424461.25,5282992.574,95941873.69,999864.59,589574.338,113349752.5,93126286.68,585157.357,142216972.7
111.9680113_47.2873,3148149.27,18228322.33,7456873.674,37584.8,89316.78,7872753.394,42543411.22,83889244.1,9368377.17,119619.6
